sgrna	symbol	pool	p.high	prob	chosen
HGLibA_63829	ZNF181	list	-0.450866139091	1	1
brunello_KCNJ11_3	KCNJ11	list	-0.450803590845	1	1
brunello_CHST7_3	CHST7	list	-0.450592729803	1	1
brunello_TMEM186_4	TMEM186	list	-0.45004598499	1	1
HGLibA_04970	BTN3A2	list	-0.450040981435	1	1
brunello_CBR1_3	CBR1	list	-0.450027651999	1	1
brunello_YAE1D1_4	YAE1D1	list	-0.449904069622	1	1
HGLibA_36734	MAVS	list	-0.449720786221	1	1
HGLibA_21096	GPR84	list	-0.449298807655	1	1
HGLibA_31847	IRAK2	list	-0.449287699437	1	1
brunello_GIMAP2_1	GIMAP2	list	-0.449222480551	1	1
moffat_TTC40_4	TTC40	list	-0.449213122096	1	1
HGLibB_31765	NFIL3	list	-0.448502956692	1	1
brunello_NUP50_4	NUP50	list	-0.448207857076	1	1
brunello_SLC39A8_4	SLC39A8	list	-0.448060862399	1	1
HGLibA_45483	PLK3	list	-0.447954364186	1	1
HGLibA_54652	SPAG6	list	-0.44747816013	1	1
brunello_GPNMB_4	GPNMB	list	-0.446745115622	1	1
HGLibA_30782	ICAM1	list	-0.446335285017	1	1
HGLibB_04548	BLMH	list	-0.4463235877	1	1
HGLibB_09487	CHMP5	list	-0.446248228221	1	1
brunello_C10orf12_4	C10orf12	list	-0.445898054764	1	1
brunello_ZG16B_4	ZG16B	list	-0.445400073399	1	1
brunello_FAM20C_3	FAM20C	list	-0.445188341697	1	1
brunello_ZC3HAV1_2	ZC3HAV1	list	-0.444445547339	1	1
HGLibB_29501	MMP9	list	-0.44420980496	1	1
HGLibB_14230	DYNLL1	list	-0.443776611135	1	1
HGLibB_07435	CBWD6	list	-0.443535487438	1	1
brunello_GJA4_1	GJA4	list	-0.442720913035	1	1
HGLibB_40538	RBMS2	list	-0.442679671998	1	1
brunello_MSMO1_3	MSMO1	list	-0.442508357774	1	1
HGLibA_04849	BRSK1	list	-0.442317777684	1	1
brunello_GBP3_1	GBP3	list	-0.441767371491	1	1
HGLibA_38421	MS4A12	list	-0.441551105623	1	1
HGLibB_20870	HAVCR1	list	-0.441434778934	1	1
HGLibA_00383	ACAP1	list	-0.441167114908	1	1
HGLibA_15388	ECEL1	list	-0.441025933682	1	1
HGLibA_40101	NFIX	list	-0.440162590364	1	1
HGLibA_41665	OLR1	list	-0.439967973979	1	1
moffat_GPR126_4	GPR126	list	-0.439823080863	1	1
HGLibA_63942	ZNF239	list	-0.439683231532	1	1
HGLibB_12795	DEFB1	list	-0.439143159124	1	1
HGLibA_48602	RASAL2	list	-0.438353912308	1	1
HGLibA_01353	AIM2	list	-0.438154060972	1	1
HGLibA_01271	AGXT	list	-0.437991492824	1	1
brunello_ALAS1_1	ALAS1	list	-0.437738047728	1	1
brunello_RASAL1_2	RASAL1	list	-0.437061090314	1	1
HGLibB_02473	APOBEC3A_B	list	-0.436632470635	1	1
brunello_CKB_4	CKB	list	-0.4366094829	1	1
HGLibA_48397	RAD9A	list	-0.436205197489	1	1
brunello_C2orf66_2	C2orf66	list	-0.436079080868	1	1
HGLibB_08034	CCL8	list	-0.435740740029	1	1
HGLibA_50781	RXFP1	list	-0.435333759067	1	1
brunello_MYO6_3	MYO6	list	-0.435257130527	1	1
HGLibA_49430	RHBDL3	list	-0.434864218167	1	1
brunello_MMP9_2	MMP9	list	-0.432977235693	1	1
HGLibA_63576	ZFYVE27	list	-0.432610580859	1	1
brunello_IER3_4	IER3	list	-0.432530312816	1	1
HGLibB_08043	CCNA1	list	-0.432473382694	1	1
HGLibA_61168	UGT1A10	list	-0.431548695646	1	1
HGLibA_06161	C2orf66	list	-0.43139278981	1	1
brunello_UGT1A9_2	UGT1A9	list	-0.430954247794	1	1
brunello_SLC27A2_2	SLC27A2	list	-0.43067045209	1	1
brunello_CD69_1	CD69	list	-0.430606334597	1	1
HGLibA_61180	UGT1A6	list	-0.430275672851	1	1
HGLibA_03993	B3GNT5	list	-0.430150377319	1	1
brunello_SHOX2_4	SHOX2	list	-0.430019266412	1	1
HGLibA_61181	UGT1A7	list	-0.429585816052	1	1
brunello_OLR1_3	OLR1	list	-0.429304396499	1	1
HGLibA_47479	PSME1	list	-0.429249824797	1	1
HGLibA_41666	OLR1	list	-0.428682127956	1	1
brunello_CCL1_1	CCL1	list	-0.428625091102	1	1
brunello_PDGFC_4	PDGFC	list	-0.428137548079	1	1
brunello_B4GALT5_2	B4GALT5	list	-0.427262522152	1	1
HGLibB_52810	UGT1A1	list	-0.426288141985	1	1
HGLibB_10911	CPEB3	list	-0.426098391968	1	1
HGLibB_19472	GNB4	list	-0.425857628763	1	1
HGLibA_35858	LSS	list	-0.425804882533	1	1
HGLibA_16168	ENPP1	list	-0.425685655216	1	1
HGLibA_30500	HSD3B7	list	-0.425333056263	1	1
HGLibA_45212	PLA2G7	list	-0.424466444483	1	1
brunello_FN1_3	FN1	list	-0.424043354795	1	1
brunello_GIMAP6_3	GIMAP6	list	-0.423908588731	1	1
HGLibA_52611	SLAMF9	list	-0.423816431332	1	1
brunello_TMEM123_1	TMEM123	list	-0.422956692536	1	1
HGLibA_30781	ICAM1	list	-0.422907483844	1	1
brunello_LPPR4_2	LPPR4	list	-0.422861674284	1	1
brunello_EPAS1_3	EPAS1	list	-0.422196799471	1	1
HGLibB_10887	CPA6	list	-0.420780460292	1	1
HGLibA_17582	FAM3C	list	-0.420735610303	1	1
HGLibA_58414	TMEM186	list	-0.419934615089	1	1
brunello_KCNJ10_2	KCNJ10	list	-0.419660862076	1	1
brunello_NCR3LG1_4	NCR3LG1	list	-0.419121363552	1	1
brunello_CRIM1_1	CRIM1	list	-0.418734432295	1	1
brunello_NAMPT_1	NAMPT	list	-0.418420164411	1	1
brunello_KIAA0825_1	KIAA0825	list	-0.41809421403	1	1
HGLibA_33276	KIR2DL4	list	-0.417630716783	1	1
brunello_JUN_2	JUN	list	-0.416673920699	1	1
HGLibA_57859	TJP1	list	-0.416020165427	1	1
brunello_MINPP1_1	MINPP1	list	-0.415631476464	1	1
brunello_SERPINB2_2	SERPINB2	list	-0.415614847965	1	1
brunello_UBFD1_2	UBFD1	list	-0.414032418301	1	1
brunello_RGS13_3	RGS13	list	-0.413525208727	1	1
HGLibB_15043	EML4	list	-0.412581658525	1	1
moffat_C17orf67_2	C17orf67	list	-0.411893272478	1	1
brunello_LAMP3_3	LAMP3	list	-0.411691984714	1	1
HGLibB_23525	IRAK2	list	-0.411586312987	1	1
HGLibA_53784	SLFN5	list	-0.411066239933	1	1
sgDCP1A_1	DCP1A	list	-0.411063063725	1	1
HGLibB_18215	FXYD6	list	-0.410969334628	1	1
HGLibA_41157	NTNG2	list	-0.410683324324	1	1
HGLibA_22441	HIST1H2BK	list	-0.409964721712	1	1
brunello_PELI1_1	PELI1	list	-0.409728730041	1	1
HGLibB_14083	DUOXA2	list	-0.409552181178	1	1
brunello_SNX5_4	SNX5	list	-0.408846218924	1	1
HGLibA_16491	ERLEC1	list	-0.40854391068	1	1
brunello_RNF24_3	RNF24	list	-0.408066469825	1	1
brunello_RNF24_4	RNF24	list	-0.407824157077	1	1
brunello_CHAC2_3	CHAC2	list	-0.407311728977	1	1
HGLibA_64486	NonTargetingControlGuideForHuman_0103	list	-0.407228460497	1	1
HGLibB_54395	XAF1	list	-0.406500831861	1	1
HGLibA_34994	LMO2	list	-0.406385071872	1	1
HGLibA_37524	MID2	list	-0.406214155307	1	1
brunello_SEC62_4	SEC62	list	-0.405078656413	1	1
brunello_ICAM1_3	ICAM1	list	-0.404968104362	1	1
HGLibA_10156	CLU	list	-0.40488258117	1	1
brunello_NUB1_3	NUB1	list	-0.403395712413	1	1
brunello_PDGFRB_2	PDGFRB	list	-0.403027167477	1	1
HGLibA_17768	FAM84B	list	-0.402760754346	1	1
HGLibA_52610	SLAMF8	list	-0.402438304018	1	1
HGLibB_21436	HIST1H3D	list	-0.402425306101	1	1
brunello_CEP19_3	CEP19	list	-0.402082456896	1	1
brunello_C6orf222_4	C6orf222	list	-0.401911963919	1	1
HGLibB_35685	PDCD4	list	-0.400960181693	1	1
brunello_OAS1_2	OAS1	list	-0.400761433947	1	1
brunello_PDE4B_1	PDE4B	list	-0.399259082929	1	1
HGLibA_41494	OASL	list	-0.398871636908	1	1
brunello_CX3CR1_1	CX3CR1	list	-0.398224300136	1	1
HGLibA_30868	IER5	list	-0.397822032845	1	1
brunello_NOD2_4	NOD2	list	-0.3965209258	1	1
HGLibA_51210	SCGB2A1	list	-0.396210739086	1	1
brunello_CLECL1_2	CLECL1	list	-0.396182848505	1	1
HGLibB_39621	PYCR1	list	-0.394644894446	1	1
brunello_SPPL2A_4	SPPL2A	list	-0.394536653492	1	1
HGLibA_41317	NUP160	list	-0.394266830762	1	1
brunello_ZFYVE27_2	ZFYVE27	list	-0.393531473175	1	1
HGLibA_31311	IL18	list	-0.393075571999	1	1
HGLibB_30978	NAB2	list	-0.392890361953	1	1
HGLibB_12777	DEFA1	list	-0.392828817167	1	1
HGLibA_01989	ANKRD1	list	-0.392494386314	1	1
brunello_IRF7_4	IRF7	list	-0.392452381731	1	1
brunello_N4BP1_2	N4BP1	list	-0.392439798746	1	1
HGLibA_05404	C15orf48	list	-0.391886064331	1	1
HGLibA_04186	BAZ1A	list	-0.391878455814	1	1
brunello_DSG2_4	DSG2	list	-0.39042241923	1	1
HGLibA_46465	PPP2R5C	list	-0.390177203769	1	1
HGLibA_22873	HOMEZ	list	-0.389636295639	1	1
HGLibB_17442	FGL2	list	-0.388786809451	1	1
HGLibA_63910	ZNF225	list	-0.388544674926	1	1
HGLibB_37938	PPM1K	list	-0.388155460712	1	1
HGLibA_43512	PARP14	list	-0.388068623287	1	1
HGLibB_28370	MASTL	list	-0.386948569295	1	1
HGLibA_20411	GML	list	-0.386925874134	1	1
brunello_BTN3A2_4	BTN3A2	list	-0.38663365086	1	1
HGLibA_62943	YEATS2	list	-0.386559773501	1	1
HGLibA_07999	CCL23	list	-0.386287132615	1	1
HGLibB_01855	AMZ1	list	-0.386287090088	1	1
brunello_MYO6_2	MYO6	list	-0.386204364469	1	1
HGLibA_40917	NR4A2	list	-0.386019093757	1	1
HGLibB_05268	C12orf60	list	-0.385847612336	1	1
HGLibA_00876	ADARB2	list	-0.385666846107	1	1
brunello_BARD1_3	BARD1	list	-0.385356597589	1	1
brunello_ZNF835_2	ZNF835	list	-0.384616489161	1	1
HGLibA_51891	SERTAD1	list	-0.384454278361	1	1
HGLibB_07960	CCL13	list	-0.383911298664	1	1
brunello_ZCCHC2_2	ZCCHC2	list	-0.383383803792	1	1
brunello_HES1_4	HES1	list	-0.383002220207	1	1
brunello_CCDC9_3	CCDC9	list	-0.382792819977	1	1
brunello_PLEK2_3	PLEK2	list	-0.38276923341	1	1
HGLibA_08166	CCR7	list	-0.382727667149	1	1
HGLibB_23123	IL36RN	list	-0.38247107759	1	1
HGLibA_02979	ARL5B	list	-0.381363533841	1	1
HGLibA_03769	ATP7A	list	-0.380351561271	1	1
brunello_LGALS9C_4	LGALS9C	list	-0.379932786668	1	1
HGLibB_22564	IFI27	list	-0.379514830614	1	1
brunello_CPNE7_1	CPNE7	list	-0.379410556996	1	1
HGLibA_58889	TMOD3	list	-0.379219424725	1	1
brunello_SYNM_1	SYNM	list	-0.37895044116	1	1
HGLibB_26322	LGALS2	list	-0.378791250441	1	1
HGLibA_00438	ACHE	list	-0.378579137707	1	1
HGLibA_41103	NT5C3A	list	-0.378237606983	1	1
HGLibA_08322	CD276	list	-0.377830723589	1	1
HGLibB_04032	B4GALT5	list	-0.377103371238	1	1
brunello_PRKAG2_4	PRKAG2	list	-0.377009877058	1	1
HGLibB_33301	OLFM2	list	-0.376604153106	1	1
HGLibB_32830	NTRK1	list	-0.375902696805	1	1
brunello_NAIP_1	NAIP	list	-0.375570611811	1	1
HGLibA_11113	CREBRF	list	-0.375088844956	1	1
HGLibA_00716	ADA	list	-0.375069126765	1	1
brunello_ADARB2_2	ADARB2	list	-0.374683176575	1	1
HGLibA_60441	TTC7B	list	-0.374598093174	1	1
brunello_EXT1_1	EXT1	list	-0.373458004735	1	1
brunello_TYRO3_3	TYRO3	list	-0.373341831992	1	1
HGLibA_04990	BUB1	list	-0.372883268001	1	1
HGLibB_16734	FAM83G	list	-0.372824533186	1	1
HGLibA_13457	DMXL2	list	-0.372743092016	1	1
HGLibA_39120	MYO1E	list	-0.371103500486	1	1
HGLibA_55630	STAP1	list	-0.37085942331	1	1
brunello_IFI44L_2	IFI44L	list	-0.370332672345	1	1
brunello_HEY1_2	HEY1	list	-0.370035881646	1	1
brunello_AK4_4	AK4	list	-0.370027487666	1	1
HGLibB_12783	DEFA3	list	-0.369840117302	1	1
HGLibA_08822	CDKN1A	list	-0.369298846295	1	1
brunello_GBP4_4	GBP4	list	-0.369027940227	1	1
brunello_SLC38A3_4	SLC38A3	list	-0.368632962137	1	1
HGLibB_55484	ZNF189	list	-0.368338214637	1	1
HGLibA_00475	ACOT13	list	-0.368317742901	1	1
HGLibB_49262	THBS1	list	-0.367897301627	1	1
HGLibB_05558	C17orf66	list	-0.367006330076	1	1
brunello_HELB_1	HELB	list	-0.365857137667	1	1
brunello_GPNMB_2	GPNMB	list	-0.365787979084	1	1
HGLibA_49931	RNF222	list	-0.365562598486	1	1
HGLibA_31887	IRF7	list	-0.36550816534	1	1
HGLibA_01431	AKAP3	list	-0.364671886828	1	1
HGLibA_18663	FLT1	list	-0.364171997425	1	1
HGLibB_27237	LRRC2	list	-0.36387571922	1	1
brunello_COL1A1_4	COL1A1	list	-0.363764442174	1	1
HGLibB_32466	NPR2	list	-0.363523502766	1	1
brunello_MRM1_1	MRM1	list	-0.363100001528	1	1
brunello_CREB3L3_1	CREB3L3	list	-0.363018450696	1	1
brunello_TTC21A_1	TTC21A	list	-0.362476792227	1	1
brunello_S100A8_3	S100A8	list	-0.362289441134	1	1
HGLibA_19758	GCA	list	-0.361822163888	1	1
HGLibB_50808	TNNI1	list	-0.361739681394	1	1
HGLibA_60358	TTC21A	list	-0.360851139996	1	1
HGLibA_19740	GBP5	list	-0.359931908978	1	1
HGLibA_31947	ISG20	list	-0.359734559882	1	1
HGLibA_56016	SULF2	list	-0.359554479184	1	1
brunello_ZBTB6_2	ZBTB6	list	-0.359434389077	1	1
HGLibA_39113	MYO1C	list	-0.359387812486	1	1
HGLibA_00018	A4GALT	list	-0.358268360635	1	1
brunello_PLA2G7_2	PLA2G7	list	-0.356723455626	1	1
brunello_LMTK3_3	LMTK3	list	-0.355824586967	1	1
HGLibA_51137	SCAMP5	list	-0.355821046312	1	1
brunello_PARP15_2	PARP15	list	-0.355734611384	1	1
brunello_ADORA3_4	ADORA3	list	-0.355654061939	1	1
HGLibA_45721	PNPT1	list	-0.355465233538	1	1
brunello_TMEM62_1	TMEM62	list	-0.355206317087	1	1
brunello_MT1X_2	MT1X	list	-0.354026188306	1	1
HGLibA_41209	NUDCD1	list	-0.353848207301	1	1
HGLibA_64531	NonTargetingControlGuideForHuman_0148	list	-0.353662474468	1	1
FHCRC_O_E_P_8	DCDC5	list	-0.352624033338	1	1
brunello_VGLL2_1	VGLL2	list	-0.3521154543	1	1
brunello_HPSE_1	HPSE	list	-0.351717260399	1	1
HGLibA_46434	PPP2R2A	list	-0.351348453956	1	1
HGLibA_65293	ZSCAN22	list	-0.350242718481	1	1
HGLibA_64632	ZNF594	list	-0.35021720779	1	1
brunello_KEAP1_2	KEAP1	list	-0.349961938324	1	1
brunello_PML_1	PML	list	-0.3491282879	1	1
brunello_TMEM60_1	TMEM60	list	-0.348010526104	1	1
HGLibA_49456	RHOB	list	-0.348009776419	1	1
HGLibA_22362	HIST1H1C	list	-0.347687258502	1	1
HGLibA_52950	SLC25A19	list	-0.347184290928	1	1
HGLibA_20253	GLI3	list	-0.346611476401	1	1
brunello_FEZ1_1	FEZ1	list	-0.346602974276	1	1
HGLibA_09647	CHST7	list	-0.346602782545	1	1
HGLibA_52570	SKIL	list	-0.346232343111	1	1
HGLibA_38471	MSC	list	-0.346213647706	1	1
brunello_PLCB3_3	PLCB3	list	-0.345661989232	1	1
HGLibB_35772	PDE6H	list	-0.345119301509	1	1
HGLibA_52716	SLC16A13	list	-0.344759409795	1	1
HGLibA_02532	APOL3	list	-0.344661713468	1	1
HGLibA_21567	GTF2IRD1	list	-0.344114275406	1	1
brunello_P2RY1_1	P2RY1	list	-0.343965075335	1	1
brunello_TRIM56_1	TRIM56	list	-0.343615869107	1	1
brunello_RHPN1_1	RHPN1	list	-0.341079948015	1	1
HGLibB_56873	ZNRF2	list	-0.340887475721	1	1
HGLibA_34762	LIF	list	-0.340481160473	1	1
HGLibB_37922	PPM1E	list	-0.340244727396	1	1
HGLibB_56823	ZNF879	list	-0.339782710614	1	1
HGLibB_02741	ARHGAP27	list	-0.339573027712	1	1
brunello_ST6GALNAC1_3	ST6GALNAC1	list	-0.339394644791	1	1
HGLibA_31162	IGSF1	list	-0.339148306502	1	1
brunello_CXCR6_2	CXCR6	list	-0.339077796356	1	1
brunello_DSE_3	DSE	list	-0.339031306798	1	1
FHCRC_O_E_P_71	SRGAP2P2	list	-0.339014695476	1	1
brunello_SAT1_1	SAT1	list	-0.337698590652	1	1
HGLibB_08067	CCND2	list	-0.33764223633	1	1
brunello_CD40_1	CD40	list	-0.3374574904	1	1
HGLibA_06160	C2orf66	list	-0.337350621976	1	1
brunello_SUSD3_4	SUSD3	list	-0.336900663367	1	1
HGLibA_40934	NRARP	list	-0.336869267642	1	1
brunello_CASP5_3	CASP5	list	-0.336759184551	1	1
brunello_PYCR1_1	PYCR1	list	-0.336183280659	1	1
HGLibA_36625	42798	list	-0.336092023578	1	1
HGLibB_05906	C1orf95	list	-0.335956295994	1	1
HGLibB_37793	PPARG	list	-0.335835347651	1	1
sgC5orf54_3	C5orf54	list	-0.335827132835	1	1
HGLibA_03118	ARRDC3	list	-0.335639810522	1	1
FHCRC_O_E_P_81	DNAPTP3	list	-0.335463848544	1	1
brunello_KIR3DL3_3	KIR3DL3	list	-0.335186720799	1	1
Brunello_IL9R_3	IL9R	list	-0.334636033303	1	1
brunello_EREG_1	EREG	list	-0.334327086381	1	1
brunello_CCL20_3	CCL20	list	-0.333782534164	1	1
brunello_UGT1A10_2	UGT1A10	list	-0.33315189723	1	1
brunello_WHAMM_2	WHAMM	list	-0.332504713614	1	1
HGLibA_61169	UGT1A3	list	-0.33246899228	1	1
brunello_HESX1_1	HESX1	list	-0.331631557213	1	1
HGLibB_50017	TMEM177	list	-0.329661028203	1	1
HGLibA_40991	NRL	list	-0.329627496063	1	1
HGLibA_21249	GRHL1	list	-0.328961763703	1	1
HGLibB_52564	UBE2L6	list	-0.328961170324	1	1
HGLibA_48599	RASAL1	list	-0.328928639747	1	1
brunello_RAI14_3	RAI14	list	-0.327386591984	1	1
brunello_TLR7_4	TLR7	list	-0.326624981033	1	1
HGLibA_03928	AXL	list	-0.32642556048	1	1
HGLibB_48264	TAPBPL	list	-0.325923078687	1	1
HGLibA_64504	NonTargetingControlGuideForHuman_0121	list	-0.325806498124	1	1
HGLibA_43679	PCDH11X	list	-0.325159983401	1	1
HGLibA_42981	OSM	list	-0.324776334645	1	1
brunello_SKIL_3	SKIL	list	-0.323143805406	1	1
HGLibB_02682	ARG1	list	-0.322116074595	1	1
brunello_STAT3_1	STAT3	list	-0.321872511952	1	1
HGLibA_09122	CEP19	list	-0.321363687347	1	1
HGLibA_49336	RGS1	list	-0.320895357958	1	1
brunello_SNX18_4	SNX18	list	-0.320621864379	1	1
HGLibA_06992	CALCA	list	-0.319917296446	1	1
brunello_HAPLN3_3	HAPLN3	list	-0.31862361086	1	1
brunello_EDN1_2	EDN1	list	-0.318337657872	1	1
brunello_NCOA7_2	NCOA7	list	-0.318312018136	1	1
brunello_AKAP8_1	AKAP8	list	-0.317952850745	1	1
brunello_ARHGAP31_1	ARHGAP31	list	-0.317934360976	1	1
HGLibB_34267	OR5K2	list	-0.31768835636	1	1
HGLibA_12086	CYP26A1	list	-0.31735514307	1	1
brunello_GLIPR2_2	GLIPR2	list	-0.316820998589	1	1
HGLibA_59469	TPRG1	list	-0.31678338514	1	1
brunello_CBWD3_1	CBWD3	list	-0.315677723612	1	1
HGLibA_45435	PLEKHN1	list	-0.315511955947	1	1
HGLibB_05647	C19orf35	list	-0.314080687247	1	1
HGLibA_56776	TBC1D17	list	-0.313617827419	1	1
HGLibB_07429	CBWD3	list	-0.313229317615	1	1
brunello_UGT1A1_4	UGT1A1	list	-0.313099445346	1	1
brunello_ELAVL4_2	ELAVL4	list	-0.312900416622	1	1
moffat_SLIT2_3	SLIT2	list	-0.312666041064	1	1
brunello_ICAM1_1	ICAM1	list	-0.31241873161	1	1
brunello_TMEM140_3	TMEM140	list	-0.311959215221	1	1
HGLibA_65330	ZSWIM3	list	-0.311511382859	1	1
HGLibA_48435	RALA	list	-0.311344609766	1	1
brunello_FAM200A_4	FAM200A	list	-0.311061995499	1	1
HGLibA_45607	PMM2	list	-0.310778767989	1	1
brunello_LIFR_1	LIFR	list	-0.310667154982	1	1
brunello_MAP6_3	MAP6	list	-0.30936152706	1	1
brunello_FPR3_4	FPR3	list	-0.308790012184	1	1
brunello_HIST1H2AC_1	HIST1H2AC	list	-0.308669148564	1	1
brunello_MYO5C_3	MYO5C	list	-0.308114617554	1	1
brunello_LOC100506388_4	LOC100506388	list	-0.307934652753	1	1
HGLibB_48210	TAGLN	list	-0.307407897095	1	1
brunello_TFEC_1	TFEC	list	-0.307377863567	1	1
HGLibA_60097	TSACC	list	-0.306155187478	1	1
brunello_PATL2_2	PATL2	list	-0.305987424672	1	1
brunello_TNFRSF25_4	TNFRSF25	list	-0.304988319642	1	1
brunello_TMEM229B_3	TMEM229B	list	-0.304752268191	1	1
brunello_ZNF879_3	ZNF879	list	-0.304014762189	1	1
brunello_GBP7_4	GBP7	list	-0.303966323828	1	1
HGLibA_51546	SEC62	list	-0.303943056791	1	1
HGLibA_31943	ISG15	list	-0.30374096187	1	1
HGLibA_30912	IFIT1	list	-0.303385949975	1	1
brunello_GIMAP6_1	GIMAP6	list	-0.303300508802	1	1
HGLibA_06479	C6orf223	list	-0.302721482414	1	1
HGLibA_04174	BATF	list	-0.300822036191	1	1
HGLibA_07413	CBLN3	list	-0.30005532295	1	1
moffat_OSBPL9_1	OSBPL9	list	-0.299912890044	1	1
brunello_CRP_2	CRP	list	-0.299850366819	1	1
brunello_LRRN3_4	LRRN3	list	-0.299583501626	1	1
brunello_IFRD1_3	IFRD1	list	-0.299214810197	1	1
brunello_MOXD1_4	MOXD1	list	-0.299122615409	1	1
HGLibA_35594	LRRC3	list	-0.298948693873	1	1
FHCRC_O_E_P_38	PRDM11	list	-0.297079109457	1	1
HGLibB_57089	NonTargetingControlGuideForHuman_0061	list	-0.29698203092	1	1
HGLibA_11896	CXCR6	list	-0.29684789222	1	1
brunello_FAM8A1_2	FAM8A1	list	-0.296601151512	1	1
brunello_RNF144B_3	RNF144B	list	-0.296584601242	1	1
brunello_HLA-F_4	HLA-F	list	-0.296255052483	1	1
HGLibA_07109	CAMSAP2	list	-0.296222351362	1	1
brunello_SMCHD1_1	SMCHD1	list	-0.294167813925	1	1
HGLibA_30920	IFIT3	list	-0.293410550992	1	1
brunello_NKD2_4	NKD2	list	-0.292564914974	1	1
HGLibA_21017	GPR31	list	-0.291523106203	1	1
brunello_NRP2_3	NRP2	list	-0.290541290453	1	1
brunello_DUSP2_3	DUSP2	list	-0.290327196494	1	1
brunello_MTCP1_1	MTCP1	list	-0.289983402217	1	1
brunello_IFITM10_1	IFITM10	list	-0.289137082899	1	1
HGLibA_36173	MAFK	list	-0.288785373773	1	1
HGLibA_17097	FAM129A	list	-0.288657056141	1	1
brunello_SCN4B_1	SCN4B	list	-0.288303568028	1	1
HGLibA_20254	GLI3	list	-0.288217964371	1	1
HGLibB_29195	MID2	list	-0.287675718516	1	1
HGLibA_08711	CDHR5	list	-0.287344048644	1	1
brunello_SAMD9_3	SAMD9	list	-0.28697377998	1	1
brunello_SAMSN1_1	SAMSN1	list	-0.28669245781	1	1
HGLibB_17159	FCGR1A	list	-0.286210069033	1	1
HGLibA_61184	UGT1A8	list	-0.286114691577	1	1
HGLibB_19387	GML	list	-0.286092248697	1	1
HGLibA_51525	SEC24D	list	-0.285836068068	1	1
HGLibA_12378	DBF4B	list	-0.285482858061	1	1
brunello_IER2_3	IER2	list	-0.283887121092	1	1
brunello_RASL10B_1	RASL10B	list	-0.282600364707	1	1
brunello_IDO1_1	IDO1	list	-0.282429354114	1	1
HGLibA_61926	VGLL2	list	-0.282303640731	1	1
brunello_MYO1E_2	MYO1E	list	-0.282045663088	1	1
HGLibB_06771	C9orf91	list	-0.280431272279	1	1
HGLibA_43537	PARPBP	list	-0.280239928304	1	1
HGLibA_64537	NonTargetingControlGuideForHuman_0154	list	-0.280121008349	1	1
brunello_A2M_2	A2M	list	-0.279802209678	1	1
HGLibB_44147	SIRPA	list	-0.279622257488	1	1
HGLibA_44086	PDE4DIP	list	-0.279415964648	1	1
brunello_SLC52A1_1	SLC52A1	list	-0.278690410144	1	1
brunello_ULK4_1	ULK4	list	-0.278215920332	1	1
HGLibA_00123	ABCA7	list	-0.27762781812	1	1
brunello_CATSPERD_2	CATSPERD	list	-0.27686668502	1	1
HGLibB_05910	C1QB	list	-0.276682868008	1	1
brunello_PFKFB3_1	PFKFB3	list	-0.274970167901	1	1
HGLibA_09736	CISH	list	-0.274940417999	1	1
brunello_AKAP2_1	AKAP2	list	-0.274913061069	1	1
brunello_NT5DC2_2	NT5DC2	list	-0.274892772411	1	1
HGLibA_45194	PLA2G4C	list	-0.274632543377	1	1
HGLibA_56386	SYTL2	list	-0.273874868998	1	1
HGLibB_54845	ZBTB6	list	-0.273377016296	1	1
HGLibA_08300	CD226	list	-0.273234504091	1	1
brunello_DNAJB5_4	DNAJB5	list	-0.273176795689	1	1
HGLibA_45144	PKP2	list	-0.273104858471	1	1
HGLibB_35238	PATL2	list	-0.273023399972	1	1
HGLibB_33227	ODC1	list	-0.272209268035	1	1
brunello_IER5_3	IER5	list	-0.271877910005	1	1
brunello_TNFRSF18_4	TNFRSF18	list	-0.271612056365	1	1
HGLibA_01250	AGRN	list	-0.271068102265	1	1
HGLibA_57749	TIFAB	list	-0.270911052484	1	1
brunello_IFNAR1_3	IFNAR1	list	-0.270698952087	1	1
HGLibA_10197	CMKLR1	list	-0.270610560419	1	1
HGLibA_02737	ARHGAP25	list	-0.269523076252	1	1
brunello_SKIDA1_4	SKIDA1	list	-0.269164480164	1	1
HGLibA_49532	RIF1	list	-0.268965789926	1	1
brunello_ME3_2	ME3	list	-0.268877180303	1	1
brunello_DHX58_1	DHX58	list	-0.268806835632	1	1
brunello_HMOX1_3	HMOX1	list	-0.268453811316	1	1
brunello_CHST7_2	CHST7	list	-0.267701116515	1	1
brunello_ATP8B4_4	ATP8B4	list	-0.267547192197	1	1
brunello_CCDC109B_2	CCDC109B	list	-0.26688776218	1	1
HGLibA_51482	SEC14L2	list	-0.266152287541	1	1
HGLibA_61151	UGDH	list	-0.265503160536	1	1
HGLibA_20941	GPR155	list	-0.264807967775	1	1
brunello_INSIG1_1	INSIG1	list	-0.264728469579	1	1
HGLibB_01520	ALAS1	list	-0.264702282556	1	1
HGLibB_28064	MAOA	list	-0.264476285513	1	1
HGLibA_23060	HPSE	list	-0.263742121195	1	1
brunello_TMEM187_1	TMEM187	list	-0.263706880986	1	1
HGLibB_39341	PTMA	list	-0.262638145305	1	1
brunello_HEG1_2	HEG1	list	-0.261939347122	1	1
brunello_EOMES_1	EOMES	list	-0.261921595266	1	1
HGLibB_05557	C17orf66	list	-0.26032888367	1	1
