group_id	items_in_group	lo_value	p	FDR	goodsgrna
PIK3R3	8	2.2448e-01	4.6190e-01	0.999998	4
GPR137B	8	2.2480e-01	4.6226e-01	0.999998	4
CDKN2B	8	2.2492e-01	4.6244e-01	0.999998	3
ZNF780B	8	2.2596e-01	4.6371e-01	0.999998	4
DRAM1	8	2.2654e-01	4.6445e-01	0.999998	2
NonTargetingControlGuideForHuman_0041	1	2.2689e-01	2.2667e-01	0.999998	1
CCDC92	8	2.2694e-01	4.6493e-01	0.999998	4
SAMSN1	8	2.2770e-01	4.6593e-01	0.999998	2
ACSM5	8	2.2811e-01	4.6653e-01	0.999998	4
MSMO1	8	2.2821e-01	4.6665e-01	0.999998	4
KPNA7	8	2.2892e-01	4.6763e-01	0.999998	4
GPD2	8	2.2974e-01	4.6866e-01	0.999998	3
KLHL31	8	2.2977e-01	4.6870e-01	0.999998	4
UBA7	8	2.2998e-01	4.6894e-01	0.999998	4
TMEM178B	8	2.3054e-01	4.6967e-01	0.999998	2
NonTargetingControlGuideForHuman_0007	1	2.3085e-01	2.3081e-01	0.999998	1
LAMP5	8	2.3201e-01	4.7145e-01	0.999998	4
SEMA6A	8	2.3255e-01	4.7208e-01	0.999998	2
GREM1	8	2.3265e-01	4.7218e-01	0.999998	4
ADORA3	8	2.3356e-01	4.7329e-01	0.999998	3
MSMB	8	2.3471e-01	4.7475e-01	0.999998	2
KIR3DL1	8	2.3496e-01	4.7510e-01	0.999998	3
C4orf33	8	2.3512e-01	4.7533e-01	0.999998	3
MT1H	8	2.3550e-01	4.7580e-01	0.999998	3
HLA-DOB	8	2.3595e-01	4.7637e-01	0.999998	4
HIST2H2AC	8	2.3595e-01	4.7637e-01	0.999998	3
LAP3	8	2.3598e-01	4.7641e-01	0.999998	4
AURKB	8	2.3636e-01	4.7685e-01	0.999998	3
MAX	8	2.3718e-01	4.7793e-01	0.999998	2
LACC1	8	2.3739e-01	4.7815e-01	0.999998	4
C7orf63	8	2.3775e-01	4.7861e-01	0.999998	3
EIF3L	8	2.3798e-01	4.7890e-01	0.999998	4
SLC52A1	8	2.3805e-01	4.7897e-01	0.999998	3
CARD6	8	2.3879e-01	4.7978e-01	0.999998	2
KCNE2	8	2.3881e-01	4.7985e-01	0.999998	4
PRKD2	8	2.3910e-01	4.8019e-01	0.999998	3
TMEM184A	8	2.3940e-01	4.8054e-01	0.999998	2
TIMP4	8	2.3984e-01	4.8107e-01	0.999998	4
ZG16B	8	2.4061e-01	4.8214e-01	0.999998	4
PEA15	8	2.4107e-01	4.8273e-01	0.999998	3
MYO1C	8	2.4121e-01	4.8294e-01	0.999998	4
HAVCR2	8	2.4122e-01	4.8294e-01	0.999998	3
EPHB2	8	2.4152e-01	4.8334e-01	0.999998	4
RASGRP3	8	2.4162e-01	4.8344e-01	0.999998	3
CD300E	8	2.4208e-01	4.8397e-01	0.999998	2
RXFP1	8	2.4249e-01	4.8451e-01	0.999998	3
NonTargetingControlGuideForHuman_0026	1	2.4286e-01	2.4278e-01	0.999998	1
INHA	8	2.4290e-01	4.8504e-01	0.999998	4
CTCFL	7	2.4293e-01	4.8096e-01	0.999998	3
SLC40A1	8	2.4308e-01	4.8518e-01	0.999998	4
MFSD12	8	2.4318e-01	4.8533e-01	0.999998	3
ABCA7	8	2.4323e-01	4.8540e-01	0.999998	2
TUFT1	8	2.4330e-01	4.8551e-01	0.999998	3
DCSTAMP	8	2.4529e-01	4.8797e-01	0.999998	4
CLEC5A	8	2.4581e-01	4.8854e-01	0.999998	4
MDK	8	2.4647e-01	4.8937e-01	0.999998	3
RMI2	8	2.4777e-01	4.9112e-01	0.999998	3
NonTargetingControlGuideForHuman_0099	1	2.4818e-01	2.4823e-01	0.999998	1
CRP	8	2.4865e-01	4.9222e-01	0.999998	3
FAM46B	8	2.4870e-01	4.9228e-01	0.999998	3
WDFY1	8	2.5048e-01	4.9444e-01	0.999998	3
TMEM171	8	2.5060e-01	4.9461e-01	0.999998	2
SYNE2	8	2.5105e-01	4.9523e-01	0.999998	4
PCDH17	8	2.5261e-01	4.9724e-01	0.999998	2
NonTargetingControlGuideForHuman_0133	1	2.5266e-01	2.5266e-01	0.999998	1
SP140	8	2.5296e-01	4.9764e-01	0.999998	3
PAQR8	8	2.5357e-01	4.9839e-01	0.999998	3
AGRN	8	2.5377e-01	4.9868e-01	0.999998	3
APOL1	8	2.5385e-01	4.9877e-01	0.999998	3
ACAP1	8	2.5400e-01	4.9897e-01	0.999998	3
MAMLD1	8	2.5422e-01	4.9920e-01	0.999998	2
SPHK1	8	2.5438e-01	4.9939e-01	0.999998	3
BBS12	8	2.5499e-01	5.0019e-01	0.999998	2
NonTargetingControlGuideForHuman_0150	1	2.5519e-01	2.5506e-01	0.999998	1
PTPRN2	8	2.5523e-01	5.0041e-01	0.999998	4
CXCL1	8	2.5606e-01	5.0151e-01	0.999998	4
GIMAP5	8	2.5661e-01	5.0223e-01	0.999998	3
RTP4	8	2.5662e-01	5.0225e-01	0.999998	2
MUC1	8	2.5663e-01	5.0227e-01	0.999998	3
HTRA4	8	2.5708e-01	5.0280e-01	0.999998	3
LRRC3B	8	2.5743e-01	5.0325e-01	0.999998	3
NFKBIZ	8	2.5804e-01	5.0389e-01	0.999998	3
A2M	8	2.5845e-01	5.0429e-01	0.999998	4
HSD17B14	8	2.5858e-01	5.0445e-01	0.999998	4
YAE1D1	8	2.5903e-01	5.0494e-01	0.999998	2
GPR31	8	2.6045e-01	5.0659e-01	0.999998	4
ZNF441	8	2.6063e-01	5.0680e-01	0.999998	4
PCDH11X	8	2.6071e-01	5.0689e-01	0.999998	4
CDK18	8	2.6103e-01	5.0735e-01	0.999998	2
RAB33A	8	2.6108e-01	5.0741e-01	0.999998	3
NRARP	8	2.6178e-01	5.0822e-01	0.999998	4
CD74	8	2.6222e-01	5.0881e-01	0.999998	2
FAM134B	8	2.6252e-01	5.0928e-01	0.999998	4
PREX2	8	2.6262e-01	5.0940e-01	0.999998	2
FZD2	8	2.6341e-01	5.1046e-01	0.999998	2
TNNT2	8	2.6366e-01	5.1078e-01	0.999998	4
FCGR3A	8	2.6402e-01	5.1124e-01	0.999998	3
FAM186B	8	2.6461e-01	5.1187e-01	0.999998	1
NCOA3	8	2.6557e-01	5.1304e-01	0.999998	3
UGT1A1	8	2.6659e-01	5.1421e-01	0.999998	2
AMZ1	8	2.6701e-01	5.1476e-01	0.999998	3
GCLC	8	2.6738e-01	5.1515e-01	0.999998	1
C6orf223	8	2.6790e-01	5.1582e-01	0.999998	3
NonTargetingControlGuideForHuman_0167	1	2.6805e-01	2.6816e-01	0.999998	1
PSMA6	8	2.6890e-01	5.1699e-01	0.999998	4
NUP50	8	2.6926e-01	5.1742e-01	0.999998	2
AGPAT9	8	2.6944e-01	5.1769e-01	0.999998	4
USP37	8	2.6962e-01	5.1793e-01	0.999998	3
PI3	8	2.6984e-01	5.1824e-01	0.999998	4
NonTargetingControlGuideForHuman_0096	1	2.7019e-01	2.7019e-01	0.999998	1
MARCKSL1	8	2.7052e-01	5.1913e-01	0.999998	4
SIGLEC1	8	2.7054e-01	5.1914e-01	0.999998	4
FOSL1	8	2.7118e-01	5.1999e-01	0.999998	3
C17orf96	8	2.7133e-01	5.2021e-01	0.999998	2
CMYA5	8	2.7149e-01	5.2041e-01	0.999998	3
TMPRSS3	8	2.7174e-01	5.2068e-01	0.999998	4
CRTAM	8	2.7274e-01	5.2193e-01	0.999998	4
C21orf91	8	2.7404e-01	5.2338e-01	0.999998	4
TFPI	8	2.7447e-01	5.2384e-01	0.999998	3
MYD88	8	2.7508e-01	5.2458e-01	0.999998	3
NonTargetingControlGuideForHuman_0200	1	2.7552e-01	2.7560e-01	0.999998	1
PLEKHF1	8	2.7595e-01	5.2563e-01	0.999998	4
LGMN	8	2.7604e-01	5.2571e-01	0.999998	1
APOD	8	2.7690e-01	5.2679e-01	0.999998	4
HLA-G	8	2.7704e-01	5.2694e-01	0.999998	4
C1orf173	8	2.7731e-01	5.2725e-01	0.999998	4
TTC7B	8	2.7760e-01	5.2768e-01	0.999998	1
MYO6	8	2.7877e-01	5.2915e-01	0.999998	3
ASIP	8	2.7916e-01	5.2965e-01	0.999998	2
ZNF850	8	2.7970e-01	5.3030e-01	0.999998	3
TNFRSF9	8	2.7995e-01	5.3054e-01	0.999998	3
TRMT1L	8	2.8058e-01	5.3130e-01	0.999998	3
CMKLR1	8	2.8111e-01	5.3189e-01	0.999998	2
ALCAM	8	2.8169e-01	5.3254e-01	0.999998	4
C5	8	2.8210e-01	5.3304e-01	0.999998	4
ADORA2A	7	2.8374e-01	5.2107e-01	0.999998	3
MX2	8	2.8404e-01	5.3531e-01	0.999998	3
BST2	8	2.8422e-01	5.3558e-01	0.999998	2
IER5	8	2.8444e-01	5.3587e-01	0.999998	4
CASP12	8	2.8452e-01	5.3596e-01	0.999998	3
CCL24	8	2.8461e-01	5.3608e-01	0.999998	2
ZNF684	8	2.8482e-01	5.3628e-01	0.999998	3
PTPRU	8	2.8538e-01	5.3696e-01	0.999998	2
BRSK1	8	2.8562e-01	5.3724e-01	0.999998	3
MAFB	8	2.8578e-01	5.3741e-01	0.999998	3
AGXT	8	2.8626e-01	5.3801e-01	0.999998	3
PHLDB1	8	2.8667e-01	5.3847e-01	0.999998	4
TRIM56	8	2.8688e-01	5.3872e-01	0.999998	3
ELOVL7	8	2.8761e-01	5.3958e-01	0.999998	4
TCHH	8	2.8770e-01	5.3966e-01	0.999998	3
HIST2H2AB	8	2.8775e-01	5.3970e-01	0.999998	4
NUPR1	7	2.9036e-01	5.2735e-01	0.999998	3
RTCB	7	2.9036e-01	5.2735e-01	0.999998	3
DUSP2	8	2.9117e-01	5.4385e-01	0.999998	3
TMEM244	8	2.9140e-01	5.4411e-01	0.999998	2
RBMS2	8	2.9194e-01	5.4481e-01	0.999998	1
CXCR6	8	2.9243e-01	5.4538e-01	0.999998	3
FAM46A	8	2.9259e-01	5.4554e-01	0.999998	3
CISH	8	2.9270e-01	5.4570e-01	0.999998	2
APOBEC3A_B	5	2.9290e-01	4.9326e-01	0.999998	2
CDKN1C	8	2.9302e-01	5.4607e-01	0.999998	4
RFPL4A	8	2.9309e-01	5.4619e-01	0.999998	2
NonTargetingControlGuideForHuman_0089	1	2.9331e-01	2.9303e-01	0.999998	1
C18orf54	8	2.9347e-01	5.4671e-01	0.999998	2
SEMA3B	8	2.9424e-01	5.4763e-01	0.999998	2
SPATA5	8	2.9462e-01	5.4806e-01	0.999998	1
TRIM69	8	2.9466e-01	5.4808e-01	0.999998	3
CYP27A1	8	2.9510e-01	5.4860e-01	0.999998	4
TRAF5	8	2.9545e-01	5.4902e-01	0.999998	3
CFB	8	2.9577e-01	5.4943e-01	0.999998	3
PLAT	8	2.9609e-01	5.4982e-01	0.999998	3
MID2	8	2.9615e-01	5.4988e-01	0.999998	2
DCAF7	8	2.9748e-01	5.5138e-01	0.999998	4
DNASE1L2	8	2.9798e-01	5.5194e-01	0.999998	3
CLEC4D	8	2.9806e-01	5.5204e-01	0.999998	2
RET	8	2.9888e-01	5.5294e-01	0.999998	4
NonTargetingControlGuideForHuman_0198	1	2.9902e-01	2.9899e-01	0.999998	1
FUT4	8	2.9912e-01	5.5324e-01	0.999998	3
CLEC2D	8	2.9920e-01	5.5332e-01	0.999998	3
NonTargetingControlGuideForHuman_0075	1	2.9941e-01	2.9936e-01	0.999998	1
GLRX	8	2.9972e-01	5.5383e-01	0.999998	4
BLVRA	8	3.0023e-01	5.5441e-01	0.999998	4
TAPBP	8	3.0072e-01	5.5503e-01	0.999998	3
ZKSCAN7	8	3.0110e-01	5.5538e-01	0.999998	2
PREPL	8	3.0140e-01	5.5572e-01	0.999998	4
LRRCC1	8	3.0147e-01	5.5577e-01	0.999998	2
LPGAT1	8	3.0263e-01	5.5701e-01	0.999998	4
FFAR2	8	3.0374e-01	5.5835e-01	0.999998	3
COBL	8	3.0394e-01	5.5856e-01	0.999998	3
IL1A	8	3.0413e-01	5.5871e-01	0.999998	3
IGIP	8	3.0423e-01	5.5882e-01	0.999998	3
RNF144B	8	3.0451e-01	5.5917e-01	0.999998	2
CYP1B1	8	3.0477e-01	5.5945e-01	0.999998	4
TNFSF14	8	3.0489e-01	5.5958e-01	0.999998	2
SCAND3	8	3.0526e-01	5.6002e-01	0.999998	2
NDN	8	3.0562e-01	5.6035e-01	0.999998	4
PRKAG3	8	3.0600e-01	5.6077e-01	0.999998	3
LGALS3	8	3.0618e-01	5.6098e-01	0.999998	4
P2RY6	8	3.0677e-01	5.6170e-01	0.999998	3
LIPG	8	3.0689e-01	5.6182e-01	0.999998	4
VWCE	8	3.0744e-01	5.6245e-01	0.999998	2
COL8A1	8	3.0753e-01	5.6251e-01	0.999998	1
SLAMF1	8	3.0759e-01	5.6260e-01	0.999998	4
SRGAP2	8	3.0765e-01	5.6268e-01	0.999998	4
HPS5	8	3.0776e-01	5.6283e-01	0.999998	4
SLC7A1	8	3.0787e-01	5.6294e-01	0.999998	4
SPIN4	8	3.0816e-01	5.6325e-01	0.999998	4
FRMD3	8	3.0941e-01	5.6469e-01	0.999998	2
C1orf106	8	3.0985e-01	5.6519e-01	0.999998	4
RABGAP1L	8	3.0991e-01	5.6528e-01	0.999998	2
CD274	8	3.1053e-01	5.6601e-01	0.999998	2
NonTargetingControlGuideForHuman_0066	1	3.1123e-01	3.1075e-01	0.999998	1
NonTargetingControlGuideForHuman_0078	1	3.1142e-01	3.1096e-01	0.999998	1
IFITM3	8	3.1226e-01	5.6813e-01	0.999998	3
NonTargetingControlGuideForHuman_0034	1	3.1226e-01	3.1193e-01	0.999998	1
DUOXA2	8	3.1278e-01	5.6876e-01	0.999998	2
GADD45G	8	3.1353e-01	5.6964e-01	0.999998	2
IRF7	8	3.1383e-01	5.6997e-01	0.999998	4
NUDCD1	8	3.1465e-01	5.7114e-01	0.999998	2
ZNF132	8	3.1467e-01	5.7118e-01	0.999998	3
FAM83G	8	3.1468e-01	5.7118e-01	0.999998	4
USP41	8	3.1486e-01	5.7135e-01	0.999998	3
TANK	8	3.1567e-01	5.7222e-01	0.999998	4
AMPH	8	3.1577e-01	5.7235e-01	0.999998	3
APOL2	8	3.1596e-01	5.7266e-01	0.999998	4
IRF3	8	3.1651e-01	5.7323e-01	0.999998	2
LIFR	8	3.1717e-01	5.7394e-01	0.999998	3
BTC	8	3.1724e-01	5.7403e-01	0.999998	4
KIAA0907	8	3.1738e-01	5.7415e-01	0.999998	4
NonTargetingControlGuideForHuman_0057	1	3.1804e-01	3.1759e-01	0.999998	1
SLC25A53	8	3.1822e-01	5.7517e-01	0.999998	3
FAM184A	8	3.1837e-01	5.7534e-01	0.999998	3
RADIL	8	3.1838e-01	5.7534e-01	0.999998	4
LAIR2	8	3.1874e-01	5.7573e-01	0.999998	2
ISOC1	8	3.1887e-01	5.7586e-01	0.999998	3
EIF2AK2	8	3.2023e-01	5.7742e-01	0.999998	2
HIST1H4H	8	3.2165e-01	5.7910e-01	0.999998	3
CEACAM3	8	3.2167e-01	5.7913e-01	0.999998	4
RGS22	8	3.2227e-01	5.7994e-01	0.999998	3
NonTargetingControlGuideForHuman_0039	1	3.2298e-01	3.2282e-01	0.999998	1
POP1	8	3.2351e-01	5.8137e-01	0.999998	2
CASP1	8	3.2389e-01	5.8189e-01	0.999998	3
PLK3	8	3.2454e-01	5.8267e-01	0.999998	2
SLC16A13	8	3.2466e-01	5.8282e-01	0.999998	1
NonTargetingControlGuideForHuman_0115	1	3.2480e-01	3.2461e-01	0.999998	1
RNASE4	8	3.2650e-01	5.8494e-01	0.999998	2
CLIC5	8	3.2698e-01	5.8550e-01	0.999998	4
MT1A	8	3.2712e-01	5.8561e-01	0.999998	4
GART	8	3.2729e-01	5.8583e-01	0.999998	3
C5orf58	8	3.2741e-01	5.8594e-01	0.999998	4
ZFP3	8	3.2770e-01	5.8623e-01	0.999998	4
MED20	8	3.2804e-01	5.8664e-01	0.999998	3
RUFY4	6	3.2833e-01	5.4197e-01	0.999998	2
ATP8B4	8	3.2843e-01	5.8717e-01	0.999998	3
IL13RA1	8	3.2845e-01	5.8720e-01	0.999998	2
LGALS9	8	3.2943e-01	5.8832e-01	0.999998	4
TMEM140	8	3.2969e-01	5.8859e-01	0.999998	2
BEST1	8	3.2989e-01	5.8884e-01	0.999998	3
TLR2	8	3.3010e-01	5.8909e-01	0.999998	2
ZBTB9	8	3.3038e-01	5.8942e-01	0.999998	4
COA5	8	3.3053e-01	5.8964e-01	0.999998	3
HS3ST1	8	3.3058e-01	5.8970e-01	0.999998	4
KRT1	8	3.3070e-01	5.8985e-01	0.999998	3
DOCK4	8	3.3090e-01	5.9008e-01	0.999998	2
GJA3	8	3.3163e-01	5.9092e-01	0.999998	1
MMP9	8	3.3200e-01	5.9135e-01	0.999998	3
AKAP3	8	3.3272e-01	5.9216e-01	0.999998	3
ACSL1	8	3.3360e-01	5.9312e-01	0.999998	2
NCAPG	8	3.3379e-01	5.9333e-01	0.999998	3
ALDH1A1	8	3.3382e-01	5.9336e-01	0.999998	3
NonTargetingControlGuideForHuman_0129	1	3.3408e-01	3.3392e-01	0.999998	1
REEP3	8	3.3422e-01	5.9384e-01	0.999998	2
ANKS1B	8	3.3477e-01	5.9448e-01	0.999998	4
RAI14	8	3.3493e-01	5.9466e-01	0.999998	3
VASH1	8	3.3527e-01	5.9511e-01	0.999998	2
HSD3B7	8	3.3549e-01	5.9539e-01	0.999998	4
HIST2H2AA3	8	3.3578e-01	5.9578e-01	0.999998	4
TTC40	8	3.3813e-01	5.9851e-01	0.999998	2
EXOC3L1	8	3.3915e-01	5.9963e-01	0.999998	3
ZNF541	8	3.3999e-01	6.0070e-01	0.999998	4
CCL8	8	3.4121e-01	6.0211e-01	0.999998	3
KIR2DL1	8	3.4162e-01	6.0256e-01	0.999998	2
HSPA6	8	3.4327e-01	6.0440e-01	0.999998	3
TYRO3	8	3.4466e-01	6.0607e-01	0.999998	2
AOC2	8	3.4480e-01	6.0626e-01	0.999998	4
MYBPC3	8	3.4494e-01	6.0639e-01	0.999998	4
DNAJC1	8	3.4502e-01	6.0646e-01	0.999998	1
AKAP2	8	3.4587e-01	6.0742e-01	0.999998	3
CST6	8	3.4636e-01	6.0800e-01	0.999998	3
GOLPH3L	8	3.4640e-01	6.0805e-01	0.999998	4
PSD3	8	3.4655e-01	6.0816e-01	0.999998	4
LDHAL6B	8	3.4816e-01	6.0998e-01	0.999998	4
IL1B	8	3.4848e-01	6.1039e-01	0.999998	3
HIST2H2BF	8	3.4860e-01	6.1051e-01	0.999998	3
ME3	8	3.4889e-01	6.1091e-01	0.999998	4
SMCHD1	8	3.4904e-01	6.1105e-01	0.999998	4
PTRF	8	3.4967e-01	6.1175e-01	0.999998	1
ADARB2	8	3.5026e-01	6.1247e-01	0.999998	3
ZNF260	8	3.5046e-01	6.1270e-01	0.999998	3
NEFH	8	3.5061e-01	6.1291e-01	0.999998	3
TMEM52B	8	3.5108e-01	6.1350e-01	0.999998	3
TAS2R3	8	3.5109e-01	6.1351e-01	0.999998	3
TNFSF10	8	3.5275e-01	6.1537e-01	0.999998	3
DHFRL1	8	3.5329e-01	6.1594e-01	0.999998	4
ARHGAP31	8	3.5340e-01	6.1612e-01	0.999998	3
ST3GAL4	8	3.5358e-01	6.1629e-01	0.999998	1
RNASEL	8	3.5373e-01	6.1643e-01	0.999998	3
TLR7	8	3.5393e-01	6.1662e-01	0.999998	1
LMO2	8	3.5417e-01	6.1689e-01	0.999998	4
RAB24	8	3.5446e-01	6.1716e-01	0.999998	4
KIAA1958	8	3.5461e-01	6.1732e-01	0.999998	4
HMOX1	8	3.5500e-01	6.1773e-01	0.999998	2
OSBPL9	8	3.5505e-01	6.1782e-01	0.999998	4
PKIB	8	3.5603e-01	6.1861e-01	0.999998	3
LPAR6	8	3.5606e-01	6.1864e-01	0.999998	3
TM4SF1	8	3.5641e-01	6.1889e-01	0.999998	2
SSBP3	8	3.5652e-01	6.1894e-01	0.999998	3
IFITM10	8	3.5817e-01	6.2008e-01	0.999998	2
LGALS9B	8	3.5847e-01	6.2026e-01	0.999998	2
HIST1H2BK	8	3.5888e-01	6.2057e-01	0.999998	3
NonTargetingControlGuideForHuman_0087	1	3.5914e-01	3.5902e-01	0.999998	1
ZNF148	8	3.5915e-01	6.2078e-01	0.999998	3
APOBEC3D	8	3.6175e-01	6.2276e-01	0.999998	2
GAL3ST4	8	3.6227e-01	6.2322e-01	0.999998	3
MRM1	8	3.6293e-01	6.2367e-01	0.999998	3
CXCL10	8	3.6319e-01	6.2385e-01	0.999998	3
FCGR1A	7	3.6350e-01	5.9193e-01	0.999998	2
EML1	8	3.6457e-01	6.2500e-01	0.999998	3
DBF4B	8	3.6462e-01	6.2504e-01	0.999998	3
ATP6V0D2	8	3.6524e-01	6.2556e-01	0.999998	3
IRG1	8	3.6565e-01	6.2584e-01	0.999998	3
TFEC	8	3.6693e-01	6.2676e-01	0.999998	1
METTL18	8	3.6790e-01	6.2735e-01	0.999998	2
CHAC2	8	3.7050e-01	6.2921e-01	0.999998	3
PDGFB	8	3.7179e-01	6.3018e-01	0.999998	2
SLC27A2	8	3.7182e-01	6.3020e-01	0.999998	3
OSBPL6	8	3.7248e-01	6.3070e-01	0.999998	1
DENND1B	8	3.7297e-01	6.3102e-01	0.999998	3
TNFSF18	8	3.7455e-01	6.3220e-01	0.999998	2
NIPAL1	8	3.7547e-01	6.3285e-01	0.999998	3
DSE	8	3.7628e-01	6.3341e-01	0.999998	3
NonTargetingControlGuideForHuman_0059	1	3.7674e-01	3.7661e-01	0.999998	1
RNF114	8	3.7776e-01	6.3442e-01	0.999998	3
UBE2L6	8	3.7833e-01	6.3486e-01	0.999998	2
ACTL10	8	3.8004e-01	6.3627e-01	0.999998	3
NonTargetingControlGuideForHuman_0084	1	3.8135e-01	3.8143e-01	0.999998	0
C16orf52	8	3.8159e-01	6.3741e-01	0.999998	2
PLAUR	8	3.8241e-01	6.3803e-01	0.999998	2
TAGAP	8	3.8261e-01	6.3820e-01	0.999998	3
B3GAT2	8	3.8370e-01	6.3903e-01	0.999998	3
ZNF181	8	3.8383e-01	6.3913e-01	0.999998	2
CHST7	8	3.8583e-01	6.4064e-01	0.999998	2
LMNB1	8	3.8651e-01	6.4115e-01	0.999998	2
KAL1	8	3.8717e-01	6.4162e-01	0.999998	3
NonTargetingControlGuideForHuman_0055	1	3.8784e-01	3.8810e-01	0.999998	0
FAM84B	8	3.8811e-01	6.4228e-01	0.999998	2
HAVCR1	8	3.8953e-01	6.4315e-01	0.999998	3
CHRNB2	8	3.8955e-01	6.4317e-01	0.999998	2
SCIMP	8	3.8974e-01	6.4331e-01	0.999998	2
LHFPL2	8	3.9022e-01	6.4369e-01	0.999998	2
APOC2	8	3.9064e-01	6.4392e-01	0.999998	3
TOR3A	8	3.9116e-01	6.4424e-01	0.999998	3
C2orf44	8	3.9131e-01	6.4434e-01	0.999998	3
C12orf60	8	3.9177e-01	6.4470e-01	0.999998	2
ANKFY1	8	3.9190e-01	6.4481e-01	0.999998	2
NT5DC2	8	3.9291e-01	6.4557e-01	0.999998	1
CXorf40A	8	3.9339e-01	6.4591e-01	0.999998	3
CCL22	8	3.9346e-01	6.4594e-01	0.999998	3
ITGB7	8	3.9360e-01	6.4606e-01	0.999998	3
ZBP1	8	3.9441e-01	6.4672e-01	0.999998	3
NonTargetingControlGuideForHuman_0137	1	3.9492e-01	3.9512e-01	0.999998	0
NonTargetingControlGuideForHuman_0022	1	3.9518e-01	3.9544e-01	0.999998	0
NonTargetingControlGuideForHuman_0141	1	3.9524e-01	3.9551e-01	0.999998	0
ZSWIM4	8	3.9624e-01	6.4806e-01	0.999998	2
HIST1H2AC	8	3.9726e-01	6.4884e-01	0.999998	3
TLK2	8	3.9759e-01	6.4909e-01	0.999998	3
PLA2G16	8	3.9766e-01	6.4914e-01	0.999998	3
LRG1	8	4.0130e-01	6.5177e-01	0.999998	2
RAB19	8	4.0158e-01	6.5200e-01	0.999998	2
NonTargetingControlGuideForHuman_0113	1	4.0219e-01	4.0226e-01	0.999998	0
F2RL2	8	4.0223e-01	6.5247e-01	0.999998	3
TMEM194A	8	4.0292e-01	6.5296e-01	0.999998	2
ZNF470	8	4.0373e-01	6.5348e-01	0.999998	3
CD163L1	8	4.0421e-01	6.5379e-01	0.999998	3
CCDC9	8	4.0515e-01	6.5442e-01	0.999998	3
KLK8	8	4.0570e-01	6.5484e-01	0.999998	3
NR4A2	8	4.0620e-01	6.5516e-01	0.999998	3
FKBP1B	8	4.0818e-01	6.5665e-01	0.999998	2
TARS	8	4.0852e-01	6.5684e-01	0.999998	3
NUP205	8	4.0918e-01	6.5727e-01	0.999998	3
RGL4	8	4.0939e-01	6.5742e-01	0.999998	2
TGM5	8	4.1015e-01	6.5800e-01	0.999998	2
EDNRB	8	4.1113e-01	6.5875e-01	0.999998	1
ZNF384	8	4.1117e-01	6.5877e-01	0.999998	3
NonTargetingControlGuideForHuman_0136	1	4.1173e-01	4.1188e-01	0.999998	0
NonTargetingControlGuideForHuman_0147	1	4.1238e-01	4.1243e-01	0.999998	0
MASTL	8	4.1315e-01	6.6005e-01	0.999998	3
NonTargetingControlGuideForHuman_0049	1	4.1316e-01	4.1329e-01	0.999998	0
NOG	8	4.1322e-01	6.6010e-01	0.999998	3
HSH2D	8	4.1406e-01	6.6068e-01	0.999998	2
OSMR	8	4.1431e-01	6.6084e-01	0.999998	3
TNFAIP6	8	4.1471e-01	6.6110e-01	0.999998	2
LGALS8	8	4.1536e-01	6.6154e-01	0.999998	2
C1QB	8	4.1583e-01	6.6187e-01	0.999998	2
PGBD1	8	4.1601e-01	6.6199e-01	0.999998	2
PRAME	8	4.1679e-01	6.6255e-01	0.999998	3
USP44	8	4.1704e-01	6.6271e-01	0.999998	2
NFIL3	8	4.1764e-01	6.6324e-01	0.999998	2
CCL19	8	4.1784e-01	6.6337e-01	0.999998	2
IFI27L2	8	4.1796e-01	6.6346e-01	0.999998	3
CD276	8	4.1911e-01	6.6423e-01	0.999998	3
NPTX1	8	4.1925e-01	6.6435e-01	0.999998	3
AGT	8	4.1957e-01	6.6454e-01	0.999998	2
NonTargetingControlGuideForHuman_0097	1	4.1985e-01	4.2012e-01	0.999998	0
RIPK2	8	4.1985e-01	6.6475e-01	0.999998	3
PDE7B	8	4.2022e-01	6.6503e-01	0.999998	3
NonTargetingControlGuideForHuman_0029	1	4.2076e-01	4.2091e-01	0.999998	0
SAMD9L	8	4.2106e-01	6.6563e-01	0.999998	3
NonTargetingControlGuideForHuman_0070	1	4.2141e-01	4.2153e-01	0.999998	0
LRRN3	8	4.2306e-01	6.6720e-01	0.999998	3
CDC42EP2	8	4.2326e-01	6.6739e-01	0.999998	2
DDIT4	8	4.2346e-01	6.6753e-01	0.999998	3
TMEM217	8	4.2439e-01	6.6823e-01	0.999998	3
PDGFRB	8	4.2457e-01	6.6834e-01	0.999998	3
TNFRSF18	8	4.2471e-01	6.6842e-01	0.999998	3
NonTargetingControlGuideForHuman_0052	1	4.2628e-01	4.2616e-01	0.999998	0
RASSF4	8	4.2631e-01	6.6969e-01	0.999998	2
CCRL2	8	4.2656e-01	6.6985e-01	0.999998	3
CYP26A1	8	4.2727e-01	6.7042e-01	0.999998	1
NonTargetingControlGuideForHuman_0156	1	4.2809e-01	4.2797e-01	0.999998	0
FAM47E-STBD1	8	4.2847e-01	6.7119e-01	0.999998	3
CCL23	8	4.2855e-01	6.7125e-01	0.999998	3
HCAR2	8	4.2921e-01	6.7175e-01	0.999998	3
CBWD3	8	4.2970e-01	6.7208e-01	0.999998	3
SLC2A3	8	4.3106e-01	6.7311e-01	0.999998	2
TIFAB	8	4.3136e-01	6.7335e-01	0.999998	3
