group_id	items_in_group	lo_value	p	FDR	goodsgrna
NonTargetingControlGuideForHuman_0053	1	2.0488e-01	2.0472e-01	0.938657	1
NonTargetingControlGuideForHuman_0086	1	2.0533e-01	2.0507e-01	0.938657	1
PDCD4	8	2.0547e-01	4.4094e-01	0.984433	2
C12orf74	8	2.0589e-01	4.4149e-01	0.984433	4
ADAMTS14	8	2.0592e-01	4.4150e-01	0.984433	4
PLA2G4C	8	2.0711e-01	4.4300e-01	0.984433	3
ARHGEF26	8	2.0716e-01	4.4306e-01	0.984433	2
ABCA6	8	2.0759e-01	4.4359e-01	0.984433	2
GTF2IRD1	8	2.0766e-01	4.4367e-01	0.984433	2
DCDC5	8	2.0786e-01	4.4389e-01	0.984433	4
FAM170B	8	2.0801e-01	4.4406e-01	0.984433	2
TRIM6-TRIM34	8	2.0805e-01	4.4414e-01	0.984433	3
C22orf42	8	2.0825e-01	4.4438e-01	0.984433	3
TAPBPL	8	2.0899e-01	4.4533e-01	0.984433	4
FAM20A	8	2.0924e-01	4.4553e-01	0.984433	2
SSB	8	2.0983e-01	4.4616e-01	0.984433	4
SLC16A3	8	2.1055e-01	4.4703e-01	0.984433	2
PSME1	8	2.1181e-01	4.4865e-01	0.984433	3
PTMA	8	2.1238e-01	4.4931e-01	0.984433	4
ZNF618	8	2.1246e-01	4.4943e-01	0.984433	4
FAM47E-STBD1	8	2.1260e-01	4.4959e-01	0.984433	4
CCL22	8	2.1275e-01	4.4976e-01	0.984433	3
SDC3	8	2.1287e-01	4.4989e-01	0.984433	4
NonTargetingControlGuideForHuman_0033	1	2.1332e-01	2.1293e-01	0.938657	1
FAM3B	8	2.1336e-01	4.5057e-01	0.984891	4
NRIP3	8	2.1458e-01	4.5214e-01	0.986306	4
C19orf35	8	2.1496e-01	4.5266e-01	0.986306	4
FNDC4	8	2.1518e-01	4.5287e-01	0.986306	1
TAGLN	8	2.1537e-01	4.5309e-01	0.986306	3
GPR31	8	2.1728e-01	4.5532e-01	0.990125	2
HIP1	8	2.1800e-01	4.5611e-01	0.990247	3
NRP2	8	2.1818e-01	4.5631e-01	0.990247	4
C2orf44	8	2.1855e-01	4.5684e-01	0.990359	3
ZNF583	8	2.1903e-01	4.5739e-01	0.990389	3
NonTargetingControlGuideForHuman_0019	1	2.1909e-01	2.1876e-01	0.938657	1
SERPINE1	8	2.1935e-01	4.5779e-01	0.990389	3
SFT2D2	8	2.1976e-01	4.5839e-01	0.990663	3
NonTargetingControlGuideForHuman_0176	1	2.2052e-01	2.2007e-01	0.938657	1
NUB1	8	2.2064e-01	4.5947e-01	0.991849	3
SENP8	8	2.2092e-01	4.5988e-01	0.991849	4
NonTargetingControlGuideForHuman_0151	1	2.2202e-01	2.2164e-01	0.938657	1
NonTargetingControlGuideForHuman_0047	1	2.2260e-01	2.2222e-01	0.938657	1
CHST7	8	2.2271e-01	4.6202e-01	0.993934	3
PYCR1	8	2.2313e-01	4.6249e-01	0.993934	2
ZNF2	8	2.2514e-01	4.6500e-01	0.993934	4
CATSPERD	8	2.2521e-01	4.6511e-01	0.993934	3
C17orf97	8	2.2604e-01	4.6607e-01	0.993934	3
TMEM171	8	2.2644e-01	4.6656e-01	0.993934	4
DDX24	8	2.2687e-01	4.6712e-01	0.993934	4
CSF2RA	8	2.2728e-01	4.6768e-01	0.993934	2
APOBEC3C	8	2.2788e-01	4.6838e-01	0.993934	4
ECEL1	8	2.2853e-01	4.6932e-01	0.993934	4
PRLR	8	2.2874e-01	4.6962e-01	0.993934	3
NT5DC2	8	2.2985e-01	4.7100e-01	0.993934	4
C3AR1	8	2.2998e-01	4.7115e-01	0.993934	4
SCLT1	8	2.3041e-01	4.7171e-01	0.993934	4
NonTargetingControlGuideForHuman_0069	1	2.3046e-01	2.3031e-01	0.938657	1
FAS	8	2.3086e-01	4.7217e-01	0.993934	3
FAM8A1	8	2.3101e-01	4.7234e-01	0.993934	2
ASIP	8	2.3146e-01	4.7296e-01	0.993934	4
MREG	8	2.3163e-01	4.7314e-01	0.993934	4
CALCA	8	2.3215e-01	4.7375e-01	0.993934	3
TMEM229B	8	2.3340e-01	4.7526e-01	0.993934	3
CMKLR1	8	2.3342e-01	4.7527e-01	0.993934	4
SPTBN4	8	2.3416e-01	4.7616e-01	0.993934	3
APOBEC1	8	2.3418e-01	4.7618e-01	0.993934	4
LDHAL6A	8	2.3436e-01	4.7642e-01	0.993934	2
FNDC3B	8	2.3476e-01	4.7691e-01	0.993934	4
RAB33A	8	2.3512e-01	4.7743e-01	0.993934	3
ALDOB	8	2.3534e-01	4.7773e-01	0.993934	4
IL8	8	2.3554e-01	4.7795e-01	0.993934	2
RNF114	8	2.3636e-01	4.7894e-01	0.993934	4
NonTargetingControlGuideForHuman_0083	1	2.3682e-01	2.3682e-01	0.938657	1
NonTargetingControlGuideForHuman_0127	1	2.3701e-01	2.3699e-01	0.938657	1
AHRR	8	2.3745e-01	4.8029e-01	0.993934	3
KAL1	8	2.3798e-01	4.8096e-01	0.993934	4
GNG4	8	2.3820e-01	4.8121e-01	0.993934	3
SAT1	8	2.3841e-01	4.8144e-01	0.993934	3
NonTargetingControlGuideForHuman_0165	1	2.3851e-01	2.3839e-01	0.938657	1
NonTargetingControlGuideForHuman_0155	1	2.3877e-01	2.3873e-01	0.938657	1
PHLDA2	8	2.3880e-01	4.8188e-01	0.993934	3
IFRD1	8	2.3895e-01	4.8202e-01	0.993934	4
DMD	8	2.3963e-01	4.8287e-01	0.993934	1
SOS1	8	2.3971e-01	4.8296e-01	0.993934	4
LGALS9B	8	2.4061e-01	4.8415e-01	0.993934	4
CCL2	8	2.4152e-01	4.8531e-01	0.993934	4
NOD1	8	2.4182e-01	4.8566e-01	0.993934	3
ZNF385B	8	2.4222e-01	4.8609e-01	0.993934	4
UGT1A3	8	2.4242e-01	4.8637e-01	0.993934	3
MOCS3	8	2.4283e-01	4.8691e-01	0.993934	3
AP1S3	8	2.4290e-01	4.8699e-01	0.993934	3
BTC	8	2.4371e-01	4.8790e-01	0.993934	3
SLC52A1	8	2.4385e-01	4.8807e-01	0.993934	4
C11orf68	8	2.4398e-01	4.8822e-01	0.993934	4
YBX3	8	2.4412e-01	4.8840e-01	0.993934	3
PHACTR4	8	2.4500e-01	4.8952e-01	0.993934	4
ZBED1	8	2.4534e-01	4.8994e-01	0.993934	2
NonTargetingControlGuideForHuman_0101	1	2.4610e-01	2.4609e-01	0.938657	1
NonTargetingControlGuideForHuman_0181	1	2.4682e-01	2.4687e-01	0.938657	1
NonTargetingControlGuideForHuman_0058	1	2.4714e-01	2.4728e-01	0.938657	1
ANO7P1	8	2.4736e-01	4.9244e-01	0.993934	1
NCAPG	8	2.4743e-01	4.9257e-01	0.993934	4
CHMP5	8	2.4777e-01	4.9299e-01	0.993934	4
FTL	8	2.4789e-01	4.9314e-01	0.993934	2
MAATS1	8	2.4803e-01	4.9329e-01	0.993934	4
PIM3	8	2.4817e-01	4.9346e-01	0.993934	3
CCL19	8	2.4881e-01	4.9426e-01	0.993934	4
IFI27L2	8	2.4939e-01	4.9494e-01	0.993934	3
TAF1A	8	2.5060e-01	4.9642e-01	0.993934	2
SSTR3	8	2.5065e-01	4.9648e-01	0.993934	4
CYP1B1	8	2.5094e-01	4.9686e-01	0.993934	4
KLK10	8	2.5100e-01	4.9696e-01	0.993934	1
CPT1B	8	2.5125e-01	4.9724e-01	0.993934	3
DSG2	8	2.5140e-01	4.9747e-01	0.993934	3
KPNB1	8	2.5140e-01	4.9747e-01	0.993934	2
LILRB3	8	2.5174e-01	4.9787e-01	0.993934	3
MT1G	8	2.5223e-01	4.9850e-01	0.993934	4
GBP5	8	2.5357e-01	5.0011e-01	0.993934	3
PRAME	8	2.5621e-01	5.0335e-01	0.993934	3
PLEKHH1	8	2.5672e-01	5.0403e-01	0.993934	4
SLC16A13	8	2.5739e-01	5.0482e-01	0.993934	4
ACVR2A	8	2.5783e-01	5.0531e-01	0.993934	3
REEP3	8	2.5824e-01	5.0570e-01	0.993934	4
TNIK	8	2.5863e-01	5.0608e-01	0.993934	2
RAB24	8	2.5886e-01	5.0633e-01	0.993934	3
ZNF470	8	2.5908e-01	5.0660e-01	0.993934	3
CARD17	8	2.5939e-01	5.0694e-01	0.993934	4
CXCL2	8	2.5983e-01	5.0739e-01	0.993934	2
NonTargetingControlGuideForHuman_0130	1	2.6110e-01	2.6098e-01	0.945562	1
CMPK2	8	2.6406e-01	5.1280e-01	0.993934	4
CYTH1	8	2.6421e-01	5.1296e-01	0.993934	3
DNAJC1	8	2.6495e-01	5.1378e-01	0.993934	4
GIMAP1-GIMAP5	8	2.6497e-01	5.1380e-01	0.993934	3
NonTargetingControlGuideForHuman_0118	1	2.6558e-01	2.6568e-01	0.950923	1
PVRL2	8	2.6558e-01	5.1453e-01	0.993934	3
PDE4B	8	2.6594e-01	5.1497e-01	0.993934	4
MAP6	8	2.6619e-01	5.1523e-01	0.993934	4
GATA2	8	2.6634e-01	5.1543e-01	0.993934	4
NUP50	8	2.6647e-01	5.1556e-01	0.993934	4
ZSWIM4	8	2.6659e-01	5.1566e-01	0.993934	3
GLI3	8	2.6698e-01	5.1616e-01	0.993934	3
SIK1	8	2.6701e-01	5.1620e-01	0.993934	4
CKB	8	2.6715e-01	5.1636e-01	0.993934	4
CBS	8	2.6795e-01	5.1728e-01	0.993934	4
NonTargetingControlGuideForHuman_0184	1	2.6837e-01	2.6843e-01	0.952214	1
PEX11A	8	2.6876e-01	5.1823e-01	0.993934	4
SCN5A	8	2.6984e-01	5.1962e-01	0.993934	4
CLDN11	8	2.7054e-01	5.2051e-01	0.993934	4
NMI	8	2.7093e-01	5.2100e-01	0.993934	4
YAP1	8	2.7093e-01	5.2101e-01	0.993934	2
ZMYND15	8	2.7160e-01	5.2188e-01	0.993934	4
CBR1	8	2.7253e-01	5.2299e-01	0.993934	2
KIF14	8	2.7269e-01	5.2320e-01	0.993934	4
TFEC	8	2.7290e-01	5.2343e-01	0.993934	3
DBF4B	8	2.7486e-01	5.2559e-01	0.993934	2
NonTargetingControlGuideForHuman_0038	1	2.7487e-01	2.7492e-01	0.955095	1
RASGEF1B	8	2.7513e-01	5.2593e-01	0.993934	4
CDKN1A	8	2.7554e-01	5.2637e-01	0.993934	4
TIMP4	8	2.7581e-01	5.2671e-01	0.993934	4
MS4A4A	8	2.7601e-01	5.2697e-01	0.993934	2
MFI2	8	2.7602e-01	5.2697e-01	0.993934	3
GML	8	2.7604e-01	5.2699e-01	0.993934	2
MAP3K14	8	2.7634e-01	5.2737e-01	0.993934	4
CDC42EP2	8	2.7683e-01	5.2793e-01	0.993934	4
ZNF613	8	2.7721e-01	5.2839e-01	0.993934	2
MSC	8	2.7760e-01	5.2892e-01	0.993934	2
FAM200A	8	2.7813e-01	5.2957e-01	0.993934	4
SNN	8	2.7827e-01	5.2973e-01	0.993934	4
IL4I1	8	2.7929e-01	5.3102e-01	0.993934	3
ZFP37	8	2.7955e-01	5.3134e-01	0.993934	2
HTR1D	8	2.7963e-01	5.3143e-01	0.993934	4
TRIM56	8	2.8033e-01	5.3220e-01	0.993934	2
VWCE	8	2.8072e-01	5.3270e-01	0.993934	3
ADAR	8	2.8154e-01	5.3357e-01	0.993934	3
ZNF350	8	2.8175e-01	5.3380e-01	0.993934	3
DLL1	8	2.8224e-01	5.3437e-01	0.993934	4
PSD3	8	2.8306e-01	5.3531e-01	0.993934	4
TRNT1	8	2.8373e-01	5.3615e-01	0.993934	3
SUN2	8	2.8389e-01	5.3631e-01	0.993934	4
MAPK8IP2	8	2.8421e-01	5.3672e-01	0.993934	3
HTRA4	8	2.8422e-01	5.3673e-01	0.993934	3
PMM2	8	2.8538e-01	5.3809e-01	0.993934	1
FAM184A	8	2.8568e-01	5.3846e-01	0.993934	4
NonTargetingControlGuideForHuman_0076	1	2.8642e-01	2.8618e-01	0.955095	1
CEP19	8	2.8654e-01	5.3944e-01	0.993934	1
TM4SF19	8	2.8692e-01	5.3988e-01	0.993934	4
ARHGAP25	8	2.8731e-01	5.4033e-01	0.993934	2
SRGAP2P2	8	2.8747e-01	5.4052e-01	0.993934	4
PRKAG3	8	2.8816e-01	5.4121e-01	0.993934	4
FOS	8	2.8844e-01	5.4156e-01	0.993934	4
ADPRH	8	2.8872e-01	5.4193e-01	0.993934	4
ICAM3	8	2.8924e-01	5.4260e-01	0.993934	2
TNFAIP8L3	8	2.8973e-01	5.4324e-01	0.993934	3
ELL3	8	2.9024e-01	5.4382e-01	0.993934	4
DAPP1	8	2.9052e-01	5.4412e-01	0.993934	4
NonTargetingControlGuideForHuman_0199	1	2.9071e-01	2.9037e-01	0.955407	1
SEMA6A	8	2.9084e-01	5.4451e-01	0.993934	3
ANGPTL1	8	2.9093e-01	5.4464e-01	0.993934	4
SLC1A1	8	2.9148e-01	5.4522e-01	0.993934	3
CXorf40A	8	2.9155e-01	5.4531e-01	0.993934	3
HLA-DRA	8	2.9222e-01	5.4617e-01	0.993934	4
DRAM1	8	2.9288e-01	5.4691e-01	0.993934	4
DNAPTP3	8	2.9323e-01	5.4739e-01	0.993934	4
FKBP1B	8	2.9345e-01	5.4770e-01	0.993934	2
LIPM	8	2.9385e-01	5.4813e-01	0.993934	4
NQO1	8	2.9386e-01	5.4814e-01	0.993934	3
NonTargetingControlGuideForHuman_0196	1	2.9428e-01	2.9420e-01	0.960190	1
SLCO5A1	8	2.9450e-01	5.4894e-01	0.993934	4
ZNF322	8	2.9530e-01	5.4980e-01	0.993934	2
CD74	8	2.9615e-01	5.5085e-01	0.993934	3
NonTargetingControlGuideForHuman_0064	1	2.9636e-01	2.9643e-01	0.961301	1
UCP3	8	2.9653e-01	5.5129e-01	0.993934	2
RBM25	8	2.9674e-01	5.5148e-01	0.993934	2
CLEC2D	8	2.9706e-01	5.5186e-01	0.993934	4
MID2	8	2.9736e-01	5.5220e-01	0.993934	3
IFI44L	8	2.9800e-01	5.5291e-01	0.993934	3
PNPT1	8	2.9806e-01	5.5297e-01	0.993934	2
AXL	8	2.9958e-01	5.5457e-01	0.993934	4
RASL10B	8	2.9986e-01	5.5490e-01	0.993934	4
NOG	8	2.9992e-01	5.5496e-01	0.993934	3
TM4SF1	8	3.0003e-01	5.5509e-01	0.993934	3
COA5	8	3.0014e-01	5.5518e-01	0.993934	4
TMEM63A	8	3.0028e-01	5.5537e-01	0.993934	4
CD72	8	3.0042e-01	5.5553e-01	0.993934	4
C6orf223	8	3.0071e-01	5.5592e-01	0.993934	4
PTK2B	8	3.0098e-01	5.5618e-01	0.993934	4
HAVCR1	8	3.0103e-01	5.5620e-01	0.993934	3
GK	8	3.0110e-01	5.5628e-01	0.993934	3
PTRF	8	3.0167e-01	5.5683e-01	0.993934	3
GNRH1	8	3.0168e-01	5.5684e-01	0.993934	3
SIGLEC1	8	3.0182e-01	5.5703e-01	0.993934	4
EFR3A	8	3.0188e-01	5.5709e-01	0.993934	3
SLFN12	8	3.0224e-01	5.5747e-01	0.993934	4
BLOC1S2	8	3.0247e-01	5.5771e-01	0.993934	3
CCL23	8	3.0252e-01	5.5777e-01	0.993934	4
ZNF594	8	3.0262e-01	5.5785e-01	0.993934	3
NonTargetingControlGuideForHuman_0145	1	3.0305e-01	3.0283e-01	0.963699	1
CARD6	8	3.0312e-01	5.5836e-01	0.993934	3
GNB4	7	3.0346e-01	5.4285e-01	0.993934	3
CD80	8	3.0535e-01	5.6093e-01	0.993934	3
C1GALT1	8	3.0538e-01	5.6097e-01	0.993934	2
HIST2H2AC	8	3.0548e-01	5.6104e-01	0.993934	4
YPEL4	8	3.0564e-01	5.6118e-01	0.993934	2
HES2	8	3.0567e-01	5.6124e-01	0.993934	3
UPP2	8	3.0632e-01	5.6192e-01	0.993934	3
GAK	8	3.0641e-01	5.6203e-01	0.993934	4
FAM46A	8	3.0648e-01	5.6207e-01	0.993934	3
KIR2DL1	8	3.0675e-01	5.6243e-01	0.993934	4
SLC38A5	8	3.0677e-01	5.6249e-01	0.993934	2
TSACC	8	3.0728e-01	5.6304e-01	0.993934	3
C10orf10	8	3.0744e-01	5.6322e-01	0.993934	3
RHPN1	8	3.0753e-01	5.6328e-01	0.993934	1
CLU	8	3.0787e-01	5.6371e-01	0.993934	4
LPGAT1	8	3.0792e-01	5.6378e-01	0.993934	3
HSD17B14	8	3.0844e-01	5.6437e-01	0.994138	4
NonTargetingControlGuideForHuman_0112	1	3.0941e-01	3.0889e-01	0.963699	1
MT1A	8	3.0941e-01	5.6545e-01	0.994176	2
NonTargetingControlGuideForHuman_0092	1	3.0947e-01	3.0897e-01	0.963699	1
P2RY14	8	3.0978e-01	5.6586e-01	0.994176	2
OAS1	8	3.1016e-01	5.6633e-01	0.994176	2
P2RY6	8	3.1033e-01	5.6657e-01	0.994176	3
SULF2	8	3.1081e-01	5.6709e-01	0.994176	3
TNS1	8	3.1226e-01	5.6886e-01	0.994176	4
SEC62	8	3.1241e-01	5.6902e-01	0.994176	3
CCR5	8	3.1316e-01	5.6993e-01	0.994176	3
CASZ1	8	3.1339e-01	5.7019e-01	0.994176	4
UBE2QL1	8	3.1341e-01	5.7021e-01	0.994176	3
MXD1	8	3.1397e-01	5.7090e-01	0.994176	4
GNMT	8	3.1484e-01	5.7200e-01	0.994176	4
MOXD1	8	3.1502e-01	5.7225e-01	0.994176	2
DSE	8	3.1511e-01	5.7233e-01	0.994176	4
C6orf62	8	3.1671e-01	5.7409e-01	0.994176	3
C15orf27	8	3.1724e-01	5.7469e-01	0.994176	4
ZNF701	8	3.1733e-01	5.7477e-01	0.994176	3
ARHGAP27	8	3.1767e-01	5.7520e-01	0.994176	4
SLC38A3	8	3.1837e-01	5.7599e-01	0.994176	2
KLHDC7B	8	3.1867e-01	5.7630e-01	0.994176	4
UBD	8	3.1912e-01	5.7682e-01	0.994176	2
CEACAM1	8	3.1967e-01	5.7741e-01	0.994176	4
CSRNP1	8	3.1981e-01	5.7751e-01	0.994176	4
HSPA6	8	3.2181e-01	5.7993e-01	0.994176	4
UGT1A9	8	3.2208e-01	5.8031e-01	0.994176	1
MMP2	8	3.2224e-01	5.8051e-01	0.994176	4
LTF	8	3.2253e-01	5.8084e-01	0.994176	4
GPD2	8	3.2282e-01	5.8116e-01	0.994176	4
NonTargetingControlGuideForHuman_0017	1	3.2291e-01	3.2274e-01	0.963699	1
MTCP1	8	3.2309e-01	5.8147e-01	0.994176	3
FAM46B	8	3.2356e-01	5.8203e-01	0.994176	3
USP25	8	3.2421e-01	5.8287e-01	0.994176	3
TYMP	8	3.2425e-01	5.8292e-01	0.994176	4
TCHH	8	3.2453e-01	5.8322e-01	0.994176	3
IL1A	8	3.2503e-01	5.8386e-01	0.994176	3
NonTargetingControlGuideForHuman_0186	1	3.2538e-01	3.2523e-01	0.963699	1
TMEM54	8	3.2639e-01	5.8534e-01	0.994176	2
NonTargetingControlGuideForHuman_0060	1	3.2655e-01	3.2637e-01	0.963699	1
RASL10A	8	3.2680e-01	5.8582e-01	0.994176	2
RSAD2	8	3.2713e-01	5.8612e-01	0.994176	4
FAM20C	8	3.2755e-01	5.8663e-01	0.994176	4
FAM53A	8	3.2760e-01	5.8666e-01	0.994176	3
AGPAT9	8	3.2797e-01	5.8704e-01	0.994176	3
SERINC2	8	3.2870e-01	5.8793e-01	0.994176	2
ADARB2	8	3.2944e-01	5.8878e-01	0.994176	2
CALD1	8	3.2957e-01	5.8895e-01	0.994176	4
NonTargetingControlGuideForHuman_0175	1	3.2992e-01	3.2972e-01	0.963699	1
NonTargetingControlGuideForHuman_0008	1	3.3077e-01	3.3048e-01	0.963699	1
CLEC2B	8	3.3116e-01	5.9084e-01	0.996438	4
NUP205	8	3.3200e-01	5.9178e-01	0.996438	2
TNFSF8	8	3.3272e-01	5.9259e-01	0.996438	2
NonTargetingControlGuideForHuman_0188	1	3.3291e-01	3.3266e-01	0.963699	1
NonTargetingControlGuideForHuman_0106	1	3.3382e-01	3.3364e-01	0.963699	1
ESM1	8	3.3405e-01	5.9403e-01	0.996438	4
NonTargetingControlGuideForHuman_0013	1	3.3414e-01	3.3398e-01	0.963699	1
NonTargetingControlGuideForHuman_0098	1	3.3421e-01	3.3404e-01	0.963699	1
DZIP1L	8	3.3448e-01	5.9455e-01	0.996438	4
MYO6	8	3.3504e-01	5.9517e-01	0.996438	2
PLA2G7	8	3.3509e-01	5.9527e-01	0.996438	3
NonTargetingControlGuideForHuman_0031	1	3.3551e-01	3.3537e-01	0.963699	1
NonTargetingControlGuideForHuman_0192	1	3.3622e-01	3.3609e-01	0.963699	1
SELL	8	3.3665e-01	5.9715e-01	0.996438	4
TRAF5	8	3.3694e-01	5.9742e-01	0.996438	4
EPHB2	8	3.3771e-01	5.9835e-01	0.996438	2
LAG3	8	3.3781e-01	5.9851e-01	0.996438	1
NonTargetingControlGuideForHuman_0094	1	3.3817e-01	3.3825e-01	0.963699	1
EPSTI1	8	3.3817e-01	5.9889e-01	0.996438	2
FAM71A	8	3.3819e-01	5.9889e-01	0.996438	4
IFIH1	8	3.3852e-01	5.9928e-01	0.996438	3
NonTargetingControlGuideForHuman_0063	1	3.3908e-01	3.3913e-01	0.963699	1
MX1	8	3.3926e-01	6.0009e-01	0.996438	3
RNF144B	8	3.4018e-01	6.0120e-01	0.996438	3
NonTargetingControlGuideForHuman_0012	1	3.4181e-01	3.4202e-01	0.963699	1
TMEM184A	8	3.4211e-01	6.0341e-01	0.996438	3
ZNF780B	8	3.4224e-01	6.0354e-01	0.996438	4
BTN3A2	8	3.4265e-01	6.0396e-01	0.996438	2
CRIM1	8	3.4286e-01	6.0419e-01	0.996438	2
PMEPA1	8	3.4322e-01	6.0458e-01	0.996438	2
GRIN3A	8	3.4389e-01	6.0541e-01	0.996438	2
NME8	8	3.4409e-01	6.0559e-01	0.996438	3
IMPA2	8	3.4430e-01	6.0583e-01	0.996438	1
HSPA4L	8	3.4465e-01	6.0630e-01	0.996438	4
AMACR	8	3.4524e-01	6.0697e-01	0.996438	4
CHRNA10	8	3.4574e-01	6.0753e-01	0.996438	2
NonTargetingControlGuideForHuman_0178	1	3.4603e-01	3.4621e-01	0.966045	1
SIRPA	8	3.4685e-01	6.0873e-01	0.996438	4
KCNN1	8	3.4713e-01	6.0905e-01	0.996438	4
WDR5B	8	3.4788e-01	6.0983e-01	0.996438	2
TIMP3	8	3.4799e-01	6.0995e-01	0.996438	4
LPXN	8	3.4824e-01	6.1028e-01	0.996438	3
BATF3	8	3.4865e-01	6.1077e-01	0.996438	3
TXNRD1	8	3.4874e-01	6.1087e-01	0.996438	4
ATF5	8	3.4896e-01	6.1113e-01	0.996438	1
WLS	8	3.4904e-01	6.1123e-01	0.996438	4
EXOSC9	8	3.4977e-01	6.1203e-01	0.996438	4
YEATS2	8	3.4985e-01	6.1214e-01	0.996438	2
ALDH1A2	8	3.5035e-01	6.1272e-01	0.996438	4
RGS16	8	3.5153e-01	6.1412e-01	0.996438	4
CCL8	8	3.5193e-01	6.1454e-01	0.996438	3
TMEM244	8	3.5211e-01	6.1474e-01	0.996438	3
FLT1	8	3.5211e-01	6.1474e-01	0.996438	4
TUBB1	8	3.5231e-01	6.1501e-01	0.996438	4
CTSS	8	3.5242e-01	6.1513e-01	0.996438	3
GAL3ST1	8	3.5314e-01	6.1596e-01	0.996438	4
NPM3	8	3.5324e-01	6.1606e-01	0.996438	4
RAB19	8	3.5373e-01	6.1655e-01	0.996438	4
PSMB8	8	3.5416e-01	6.1701e-01	0.996438	2
PLEKHG7	8	3.5437e-01	6.1719e-01	0.996438	2
NonTargetingControlGuideForHuman_0074	1	3.5447e-01	3.5449e-01	0.966045	1
RGL1	8	3.5519e-01	6.1807e-01	0.996438	4
GIMAP6	8	3.5578e-01	6.1874e-01	0.996438	4
GAPT	8	3.5606e-01	6.1910e-01	0.996438	2
USP44	8	3.5641e-01	6.1952e-01	0.996438	3
NonTargetingControlGuideForHuman_0119	1	3.5667e-01	3.5656e-01	0.966045	1
FMNL2	8	3.5696e-01	6.2003e-01	0.996438	4
UST	8	3.5704e-01	6.2011e-01	0.996438	2
ANXA10	8	3.5712e-01	6.2022e-01	0.996438	2
IFITM5	8	3.5799e-01	6.2114e-01	0.996438	4
CLDN23	8	3.5800e-01	6.2115e-01	0.996438	3
USP18	8	3.5853e-01	6.2169e-01	0.996438	1
CLDND1	8	3.5980e-01	6.2313e-01	0.996438	3
NPR2	8	3.5990e-01	6.2324e-01	0.996438	4
DCP1A	8	3.6035e-01	6.2374e-01	0.996438	4
NonTargetingControlGuideForHuman_0135	1	3.6063e-01	3.6044e-01	0.966045	1
MAP1LC3C	8	3.6064e-01	6.2403e-01	0.996438	4
FKBP5	8	3.6095e-01	6.2437e-01	0.996438	3
CCL24	8	3.6167e-01	6.2518e-01	0.996966	4
IFI30	8	3.6239e-01	6.2609e-01	0.997176	2
NOS2	8	3.6260e-01	6.2630e-01	0.997176	3
SYNGR2	8	3.6345e-01	6.2720e-01	0.997176	4
LRRC32	8	3.6424e-01	6.2817e-01	0.997176	3
APOL1	8	3.6441e-01	6.2836e-01	0.997176	3
PAX8	8	3.6457e-01	6.2856e-01	0.997176	3
ODC1	8	3.6463e-01	6.2862e-01	0.997176	4
DUSP19	8	3.6699e-01	6.3138e-01	0.997477	4
BCL3	8	3.6728e-01	6.3159e-01	0.997477	1
UBTD2	8	3.6729e-01	6.3160e-01	0.997477	3
ENPP2	8	3.6788e-01	6.3223e-01	0.997477	4
BTBD19	6	3.6813e-01	5.8538e-01	0.994176	2
MFSD12	8	3.6833e-01	6.3267e-01	0.997477	4
NonTargetingControlGuideForHuman_0042	1	3.6901e-01	3.6894e-01	0.966045	1
ZNF835	8	3.6902e-01	6.3319e-01	0.997477	2
HRASLS5	8	3.6933e-01	6.3343e-01	0.997477	2
NonTargetingControlGuideForHuman_0161	1	3.6934e-01	3.6922e-01	0.966045	1
GADD45G	8	3.7017e-01	6.3406e-01	0.997477	3
FGL2	8	3.7075e-01	6.3444e-01	0.997477	1
IRF1	8	3.7213e-01	6.3546e-01	0.997477	3
TNFSF13B	8	3.7281e-01	6.3594e-01	0.997477	3
DHX58	8	3.7314e-01	6.3619e-01	0.997477	3
NonTargetingControlGuideForHuman_0003	1	3.7472e-01	3.7463e-01	0.966045	1
CD180	8	3.7512e-01	6.3762e-01	0.997477	3
CEBPB	8	3.7545e-01	6.3783e-01	0.997477	3
TNFAIP3	8	3.7627e-01	6.3839e-01	0.997477	3
NonTargetingControlGuideForHuman_0077	1	3.7830e-01	3.7810e-01	0.966045	1
TTC40	8	3.7842e-01	6.3987e-01	0.997477	3
CRY1	8	3.8139e-01	6.4214e-01	0.997477	3
TMEM123	8	3.8222e-01	6.4275e-01	0.997477	3
NonTargetingControlGuideForHuman_0170	1	3.8226e-01	3.8239e-01	0.966045	1
EIF2AK2	8	3.8288e-01	6.4328e-01	0.997477	3
TNFRSF11A	8	3.8302e-01	6.4337e-01	0.997477	3
CD276	8	3.8321e-01	6.4350e-01	0.997477	3
TAS2R14	8	3.8322e-01	6.4350e-01	0.997477	2
CCDC39	8	3.8465e-01	6.4455e-01	0.997477	2
LIMS1	8	3.8481e-01	6.4469e-01	0.997477	2
SYN1	8	3.8515e-01	6.4491e-01	0.997477	2
PPP1R10	8	3.8549e-01	6.4515e-01	0.997477	2
NonTargetingControlGuideForHuman_0009	1	3.8563e-01	3.8579e-01	0.966045	0
CCDC23	8	3.8583e-01	6.4542e-01	0.997477	2
ETV6	8	3.8628e-01	6.4575e-01	0.997477	2
UBQLNL	8	3.8684e-01	6.4614e-01	0.997477	2
APOBEC3H	8	3.8689e-01	6.4618e-01	0.997477	3
MACC1	8	3.8717e-01	6.4638e-01	0.997477	3
NonTargetingControlGuideForHuman_0011	1	3.8816e-01	3.8843e-01	0.966045	0
