id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SUN2	8	0.033015	0.12214	0.985286	247	2	0.043773	0.28389	0.53631	0.993934	1058	4	0.043773
MAPK8IP2	8	0.18836	0.41651	0.999998	808	4	-0.092289	0.28421	0.53672	0.993934	1059	3	-0.092289
HTRA4	8	0.25708	0.5028	0.999998	972	3	0.018568	0.28422	0.53673	0.993934	1060	3	0.018568
PMM2	8	0.02077	0.082277	0.985286	160	3	-0.069043	0.28538	0.53809	0.993934	1061	1	-0.069043
FAM184A	8	0.31837	0.57534	0.999998	1124	3	0.078909	0.28568	0.53846	0.993934	1062	4	0.078909
NonTargetingControlGuideForHuman_0076	1	0.71358	0.71397	0.999998	1731	0	0.10275	0.28642	0.28618	0.955095	1063	1	0.10275
CEP19	8	0.50733	0.72891	0.999998	1447	2	-0.00062768	0.28654	0.53944	0.993934	1064	1	-0.00062768
TM4SF19	8	0.071966	0.21416	0.999998	424	3	0.077189	0.28692	0.53988	0.993934	1065	4	0.077189
ARHGAP25	8	0.026529	0.10139	0.985286	206	4	-0.15881	0.28731	0.54033	0.993934	1066	2	-0.15881
SRGAP2P2	8	0.16842	0.39045	0.999998	761	3	0.081369	0.28747	0.54052	0.993934	1067	4	0.081369
PRKAG3	8	0.306	0.56077	0.999998	1089	3	0.074235	0.28816	0.54121	0.993934	1068	4	0.074235
FOS	8	0.092731	0.25847	0.999998	509	4	-0.086893	0.28844	0.54156	0.993934	1069	4	-0.086893
ADPRH	8	0.47103	0.70251	0.999998	1396	2	0.064049	0.28872	0.54193	0.993934	1070	4	0.064049
ICAM3	8	0.21596	0.45138	0.999998	875	3	0.011211	0.28924	0.5426	0.993934	1071	2	0.011211
TNFAIP8L3	8	0.088584	0.25017	0.999998	495	4	-0.099429	0.28973	0.54324	0.993934	1072	3	-0.099429
ELL3	8	0.86133	0.92805	0.999998	1923	2	0.1177	0.29024	0.54382	0.993934	1073	4	0.1177
DAPP1	8	0.56094	0.76751	0.999998	1529	3	0.070761	0.29052	0.54412	0.993934	1074	4	0.070761
NonTargetingControlGuideForHuman_0199	1	0.70929	0.70946	0.999998	1728	0	0.13003	0.29071	0.29037	0.955407	1075	1	0.13003
SEMA6A	8	0.23255	0.47208	0.999998	910	2	0.009018	0.29084	0.54451	0.993934	1076	3	0.009018
ANGPTL1	8	0.13354	0.33957	0.999998	670	3	0.053464	0.29093	0.54464	0.993934	1077	4	0.053464
SLC1A1	8	0.016022	0.06612	0.980163	137	5	-0.28007	0.29148	0.54522	0.993934	1078	3	-0.28007
CXorf40A	8	0.39339	0.64591	0.999998	1259	3	0.010583	0.29155	0.54531	0.993934	1079	3	0.010583
HLA-DRA	8	0.17959	0.40509	0.999998	785	3	0.050406	0.29222	0.54617	0.993934	1080	4	0.050406
DRAM1	8	0.22654	0.46445	0.999998	897	2	0.065212	0.29288	0.54691	0.993934	1081	4	0.065212
DNAPTP3	8	0.74966	0.87007	0.999998	1770	2	0.10259	0.29323	0.54739	0.993934	1082	4	0.10259
FKBP1B	8	0.40818	0.65665	0.999998	1280	2	-0.05682	0.29345	0.5477	0.993934	1083	2	-0.05682
LIPM	8	0.069929	0.20945	0.999998	414	3	-0.033229	0.29385	0.54813	0.993934	1084	4	-0.033229
NQO1	8	0.18093	0.40672	0.999998	787	2	0.027916	0.29386	0.54814	0.993934	1085	3	0.027916
NonTargetingControlGuideForHuman_0196	1	0.70572	0.70601	0.999998	1725	0	0.11797	0.29428	0.2942	0.96019	1086	1	0.11797
SLCO5A1	8	0.49982	0.72338	0.999998	1439	3	0.04851	0.2945	0.54894	0.993934	1087	4	0.04851
ZNF322	8	0.049306	0.16349	0.991797	337	4	-0.13252	0.2953	0.5498	0.993934	1088	2	-0.13252
CD74	8	0.26222	0.50881	0.999998	984	2	0.071457	0.29615	0.55085	0.993934	1089	3	0.071457
NonTargetingControlGuideForHuman_0064	1	0.70364	0.70396	0.999998	1724	0	0.098837	0.29636	0.29643	0.961301	1090	1	0.098837
UCP3	8	0.44178	0.68124	0.999998	1346	3	-0.051513	0.29653	0.55129	0.993934	1091	2	-0.051513
RBM25	8	0.157	0.37513	0.999998	732	2	-0.038925	0.29674	0.55148	0.993934	1092	2	-0.038925
CLEC2D	8	0.2992	0.55332	0.999998	1071	3	0.082413	0.29706	0.55186	0.993934	1093	4	0.082413
MID2	8	0.29615	0.54988	0.999998	1064	2	0.051239	0.29736	0.5522	0.993934	1094	3	0.051239
IFI44L	8	0.6916	0.84488	0.999998	1708	2	0.10666	0.298	0.55291	0.993934	1095	3	0.10666
PNPT1	8	0.056646	0.18013	0.992426	371	4	-0.33207	0.29806	0.55297	0.993934	1096	2	-0.33207
AXL	8	0.10254	0.27902	0.999998	546	3	0.10424	0.29958	0.55457	0.993934	1097	4	0.10424
RASL10B	8	0.19736	0.42831	0.999998	834	2	0.086902	0.29986	0.5549	0.993934	1098	4	0.086902
NOG	8	0.41322	0.6601	0.999998	1291	3	0.032409	0.29992	0.55496	0.993934	1099	3	0.032409
TM4SF1	8	0.35641	0.61889	0.999998	1208	2	0.086668	0.30003	0.55509	0.993934	1100	3	0.086668
COA5	8	0.33053	0.58964	0.999998	1153	3	0.023025	0.30014	0.55518	0.993934	1101	4	0.023025
TMEM63A	8	0.14764	0.36263	0.999998	707	4	0.036249	0.30028	0.55537	0.993934	1102	4	0.036249
CD72	8	0.82805	0.90932	0.999998	1874	2	0.043643	0.30042	0.55553	0.993934	1103	4	0.043643
C6orf223	8	0.2679	0.51582	0.999998	995	3	0.082332	0.30071	0.55592	0.993934	1104	4	0.082332
PTK2B	8	0.47043	0.70204	0.999998	1394	3	0.045206	0.30098	0.55618	0.993934	1105	4	0.045206
HAVCR1	8	0.38953	0.64315	0.999998	1249	3	0.0011611	0.30103	0.5562	0.993934	1106	3	0.0011611
GK	8	0.13897	0.34974	0.999998	682	5	-0.1262	0.3011	0.55628	0.993934	1107	3	-0.1262
PTRF	8	0.34967	0.61175	0.999998	1189	1	0.040057	0.30167	0.55683	0.993934	1108	3	0.040057
GNRH1	8	0.051214	0.16787	0.992049	344	4	-0.12093	0.30168	0.55684	0.993934	1109	3	-0.12093
SIGLEC1	8	0.27054	0.51914	0.999998	1004	4	0.0045826	0.30182	0.55703	0.993934	1110	4	0.0045826
EFR3A	8	0.13784	0.3476	0.999998	679	3	-0.084687	0.30188	0.55709	0.993934	1111	3	-0.084687
SLFN12	8	0.56578	0.77092	0.999998	1533	3	0.068252	0.30224	0.55747	0.993934	1112	4	0.068252
BLOC1S2	8	0.21979	0.45603	0.999998	887	4	-0.09112	0.30247	0.55771	0.993934	1113	3	-0.09112
CCL23	8	0.42855	0.67125	0.999998	1324	3	0.089809	0.30252	0.55777	0.993934	1114	4	0.089809
ZNF594	8	0.20783	0.44117	0.999998	853	3	0.064541	0.30262	0.55785	0.993934	1115	3	0.064541
NonTargetingControlGuideForHuman_0145	1	0.69695	0.69744	0.999998	1716	0	0.14695	0.30305	0.30283	0.963699	1116	1	0.14695
CARD6	8	0.23879	0.47978	0.999998	926	2	0.044226	0.30312	0.55836	0.993934	1117	3	0.044226
GNB4	7	0.54383	0.74608	0.999998	1502	2	0.09157	0.30346	0.54285	0.993934	1118	3	0.09157
CD80	8	0.18357	0.41026	0.999998	795	4	-0.064125	0.30535	0.56093	0.993934	1119	3	-0.064125
C1GALT1	8	0.19811	0.42939	0.999998	835	3	-0.013577	0.30538	0.56097	0.993934	1120	2	-0.013577
HIST2H2AC	8	0.23595	0.47637	0.999998	918	3	0.027414	0.30548	0.56104	0.993934	1121	4	0.027414
YPEL4	8	0.19355	0.42316	0.999998	819	3	0.012279	0.30564	0.56118	0.993934	1122	2	0.012279
HES2	8	0.10336	0.2808	0.999998	549	4	-0.057759	0.30567	0.56124	0.993934	1123	3	-0.057759
UPP2	8	0.45383	0.69012	0.999998	1367	2	0.00022176	0.30632	0.56192	0.993934	1124	3	0.00022176
GAK	8	0.15654	0.37457	0.999998	730	3	0.041474	0.30641	0.56203	0.993934	1125	4	0.041474
FAM46A	8	0.29259	0.54554	0.999998	1050	3	-0.022993	0.30648	0.56207	0.993934	1126	3	-0.022993
KIR2DL1	8	0.34162	0.60256	0.999998	1174	2	0.086966	0.30675	0.56243	0.993934	1127	4	0.086966
SLC38A5	8	0.073865	0.2184	0.999998	431	4	-0.16171	0.30677	0.56249	0.993934	1128	2	-0.16171
TSACC	8	0.7011	0.8486	0.999998	1720	2	0.012045	0.30728	0.56304	0.993934	1129	3	0.012045
C10orf10	8	0.030596	0.11437	0.985286	229	5	-0.25035	0.30744	0.56322	0.993934	1130	3	-0.25035
RHPN1	8	0.55754	0.76507	0.999998	1526	2	-0.078823	0.30753	0.56328	0.993934	1131	1	-0.078823
CLU	8	0.16775	0.38957	0.999998	759	2	0.10773	0.30787	0.56371	0.993934	1132	4	0.10773
LPGAT1	8	0.30263	0.55701	0.999998	1079	4	-0.055155	0.30792	0.56378	0.993934	1133	3	-0.055155
HSD17B14	8	0.25858	0.50445	0.999998	976	4	0.013338	0.30844	0.56437	0.994138	1134	4	0.013338
NonTargetingControlGuideForHuman_0112	1	0.69059	0.69122	0.999998	1707	0	0.13635	0.30941	0.30889	0.963699	1135	1	0.13635
MT1A	8	0.32712	0.58561	0.999998	1140	4	-0.11375	0.30941	0.56545	0.994176	1136	2	-0.11375
NonTargetingControlGuideForHuman_0092	1	0.69053	0.69116	0.999998	1706	0	0.087834	0.30947	0.30897	0.963699	1137	1	0.087834
P2RY14	8	0.089852	0.2529	0.999998	498	5	-0.16629	0.30978	0.56586	0.994176	1138	2	-0.16629
OAS1	8	0.13503	0.34246	0.999998	673	5	-0.10799	0.31016	0.56633	0.994176	1139	2	-0.10799
P2RY6	8	0.30677	0.5617	0.999998	1091	3	-0.015046	0.31033	0.56657	0.994176	1140	3	-0.015046
SULF2	8	0.12573	0.3247	0.999998	637	4	-0.058524	0.31081	0.56709	0.994176	1141	3	-0.058524
TNS1	8	0.45976	0.69443	0.999998	1374	2	0.042817	0.31226	0.56886	0.994176	1142	4	0.042817
SEC62	8	0.89333	0.93829	0.999998	1949	1	0.19314	0.31241	0.56902	0.994176	1143	3	0.19314
CCR5	8	0.58618	0.78572	0.999998	1565	3	-0.03351	0.31316	0.56993	0.994176	1144	3	-0.03351
CASZ1	8	0.08328	0.23878	0.999998	477	4	-0.029574	0.31339	0.57019	0.994176	1145	4	-0.029574
UBE2QL1	8	0.17182	0.39492	0.999998	770	3	-0.019465	0.31341	0.57021	0.994176	1146	3	-0.019465
MXD1	8	0.59153	0.78959	0.999998	1572	3	0.058415	0.31397	0.5709	0.994176	1147	4	0.058415
GNMT	8	0.18271	0.4091	0.999998	792	3	0.029623	0.31484	0.572	0.994176	1148	4	0.029623
MOXD1	8	0.14583	0.36019	0.999998	704	3	0.046096	0.31502	0.57225	0.994176	1149	2	0.046096
DSE	8	0.37628	0.63341	0.999998	1233	3	0.08238	0.31511	0.57233	0.994176	1150	4	0.08238
C6orf62	8	0.75668	0.87341	0.999998	1780	2	-0.01362	0.31671	0.57409	0.994176	1151	3	-0.01362
C15orf27	8	0.57788	0.77958	0.999998	1551	3	0.090539	0.31724	0.57469	0.994176	1152	4	0.090539
ZNF701	8	0.0059798	0.030204	0.948928	62	5	-0.33057	0.31733	0.57477	0.994176	1153	3	-0.33057
ARHGAP27	8	0.78797	0.8885	0.999998	1818	2	0.098198	0.31767	0.5752	0.994176	1154	4	0.098198
SLC38A3	8	0.7111	0.85282	0.999998	1729	2	-0.0052133	0.31837	0.57599	0.994176	1155	2	-0.0052133
KLHDC7B	8	0.20674	0.43988	0.999998	850	2	0.063103	0.31867	0.5763	0.994176	1156	4	0.063103
UBD	8	0.085603	0.2438	0.999998	487	4	-0.17903	0.31912	0.57682	0.994176	1157	2	-0.17903
CEACAM1	8	0.57749	0.77928	0.999998	1549	3	0.060151	0.31967	0.57741	0.994176	1158	4	0.060151
CSRNP1	8	0.94445	0.95572	0.999998	2003	1	0.035928	0.31981	0.57751	0.994176	1159	4	0.035928
HSPA6	8	0.34327	0.6044	0.999998	1175	3	0.012921	0.32181	0.57993	0.994176	1160	4	0.012921
UGT1A9	8	0.95831	0.96297	0.999998	2016	1	0.049662	0.32208	0.58031	0.994176	1161	1	0.049662
MMP2	8	0.20038	0.43218	0.999998	839	4	-0.02853	0.32224	0.58051	0.994176	1162	4	-0.02853
LTF	8	0.6755	0.83822	0.999998	1687	2	0.067079	0.32253	0.58084	0.994176	1163	4	0.067079
GPD2	8	0.22974	0.46866	0.999998	904	3	0.029693	0.32282	0.58116	0.994176	1164	4	0.029693
NonTargetingControlGuideForHuman_0017	1	0.67709	0.67769	0.999998	1691	0	0.090711	0.32291	0.32274	0.963699	1165	1	0.090711
MTCP1	8	0.95048	0.95865	0.999998	2008	1	0.065779	0.32309	0.58147	0.994176	1166	3	0.065779
FAM46B	8	0.2487	0.49228	0.999998	952	3	0.058502	0.32356	0.58203	0.994176	1167	3	0.058502
USP25	8	0.54985	0.75929	0.999998	1510	2	0.031269	0.32421	0.58287	0.994176	1168	3	0.031269
TYMP	8	0.58765	0.78675	0.999998	1568	1	0.075191	0.32425	0.58292	0.994176	1169	4	0.075191
TCHH	8	0.2877	0.53966	0.999998	1042	3	-0.03498	0.32453	0.58322	0.994176	1170	3	-0.03498
IL1A	8	0.30413	0.55871	0.999998	1082	3	-0.038725	0.32503	0.58386	0.994176	1171	3	-0.038725
NonTargetingControlGuideForHuman_0186	1	0.67462	0.67532	0.999998	1685	0	0.10065	0.32538	0.32523	0.963699	1172	1	0.10065
TMEM54	8	0.0095688	0.043162	0.974597	88	4	-0.16658	0.32639	0.58534	0.994176	1173	2	-0.16658
NonTargetingControlGuideForHuman_0060	1	0.67345	0.67413	0.999998	1682	0	0.083868	0.32655	0.32637	0.963699	1174	1	0.083868
RASL10A	8	0.007264	0.034809	0.948928	74	6	-0.31526	0.3268	0.58582	0.994176	1175	2	-0.31526
RSAD2	8	0.21013	0.44393	0.999998	863	2	0.034215	0.32713	0.58612	0.994176	1176	4	0.034215
FAM20C	8	0.54711	0.75719	0.999998	1505	3	0.077635	0.32755	0.58663	0.994176	1177	4	0.077635
FAM53A	8	0.59639	0.79327	0.999998	1576	3	-0.022674	0.3276	0.58666	0.994176	1178	3	-0.022674
AGPAT9	8	0.26944	0.51769	0.999998	999	4	-0.026185	0.32797	0.58704	0.994176	1179	3	-0.026185
SERINC2	8	0.064239	0.19687	0.999998	397	5	-0.18795	0.3287	0.58793	0.994176	1180	2	-0.18795
ADARB2	8	0.35026	0.61247	0.999998	1190	3	-0.0065584	0.32944	0.58878	0.994176	1181	2	-0.0065584
CALD1	8	0.78876	0.88888	0.999998	1819	2	0.057897	0.32957	0.58895	0.994176	1182	4	0.057897
NonTargetingControlGuideForHuman_0175	1	0.67008	0.67101	0.999998	1679	0	0.097388	0.32992	0.32972	0.963699	1183	1	0.097388
NonTargetingControlGuideForHuman_0008	1	0.66923	0.67025	0.999998	1678	0	0.11415	0.33077	0.33048	0.963699	1184	1	0.11415
CLEC2B	8	0.55577	0.76373	0.999998	1521	3	-0.0055599	0.33116	0.59084	0.996438	1185	4	-0.0055599
NUP205	8	0.40918	0.65727	0.999998	1282	3	-0.12173	0.332	0.59178	0.996438	1186	2	-0.12173
TNFSF8	8	0.02869	0.10821	0.985286	217	4	-0.25125	0.33272	0.59259	0.996438	1187	2	-0.25125
NonTargetingControlGuideForHuman_0188	1	0.66709	0.66812	0.999998	1675	0	0.10378	0.33291	0.33266	0.963699	1188	1	0.10378
NonTargetingControlGuideForHuman_0106	1	0.66618	0.66708	0.999998	1672	0	0.081898	0.33382	0.33364	0.963699	1189	1	0.081898
ESM1	8	0.12294	0.31931	0.999998	623	2	0.038704	0.33405	0.59403	0.996438	1190	4	0.038704
NonTargetingControlGuideForHuman_0013	1	0.66586	0.66672	0.999998	1670	0	0.076965	0.33414	0.33398	0.963699	1191	1	0.076965
NonTargetingControlGuideForHuman_0098	1	0.66579	0.66668	0.999998	1669	0	0.088202	0.33421	0.33404	0.963699	1192	1	0.088202
DZIP1L	8	0.50411	0.7267	0.999998	1446	3	0.030158	0.33448	0.59455	0.996438	1193	4	0.030158
MYO6	8	0.27877	0.52915	0.999998	1020	3	0.029477	0.33504	0.59517	0.996438	1194	2	0.029477
PLA2G7	8	0.49322	0.71881	0.999998	1430	2	0.090466	0.33509	0.59527	0.996438	1195	3	0.090466
NonTargetingControlGuideForHuman_0031	1	0.66449	0.66535	0.999998	1666	0	0.099634	0.33551	0.33537	0.963699	1196	1	0.099634
NonTargetingControlGuideForHuman_0192	1	0.66378	0.66468	0.999998	1664	0	0.11342	0.33622	0.33609	0.963699	1197	1	0.11342
SELL	8	0.90195	0.9405	0.999998	1956	1	0.081667	0.33665	0.59715	0.996438	1198	4	0.081667
TRAF5	8	0.29545	0.54902	0.999998	1061	3	0.034851	0.33694	0.59742	0.996438	1199	4	0.034851
EPHB2	8	0.24152	0.48334	0.999998	935	4	-0.060122	0.33771	0.59835	0.996438	1200	2	-0.060122
LAG3	8	0.0007468	0.0045084	0.499479	19	6	-0.4593	0.33781	0.59851	0.996438	1201	1	-0.4593
NonTargetingControlGuideForHuman_0094	1	0.66183	0.6628	0.999998	1663	0	0.088506	0.33817	0.33825	0.963699	1202	1	0.088506
EPSTI1	8	0.22403	0.46134	0.999998	892	3	0.026701	0.33817	0.59889	0.996438	1203	2	0.026701
FAM71A	8	0.10236	0.27869	0.999998	543	4	-0.022784	0.33819	0.59889	0.996438	1204	4	-0.022784
IFIH1	8	0.62511	0.81426	0.999998	1621	2	-0.013902	0.33852	0.59928	0.996438	1205	3	-0.013902
NonTargetingControlGuideForHuman_0063	1	0.66092	0.66178	0.999998	1661	0	0.077449	0.33908	0.33913	0.963699	1206	1	0.077449
MX1	8	0.51523	0.7345	0.999998	1458	3	0.085201	0.33926	0.60009	0.996438	1207	3	0.085201
RNF144B	8	0.30451	0.55917	0.999998	1084	2	0.00067606	0.34018	0.6012	0.996438	1208	3	0.00067606
NonTargetingControlGuideForHuman_0012	1	0.65819	0.65937	0.999998	1660	0	0.085451	0.34181	0.34202	0.963699	1209	1	0.085451
TMEM184A	8	0.2394	0.48054	0.999998	929	2	-0.041543	0.34211	0.60341	0.996438	1210	3	-0.041543
ZNF780B	8	0.22596	0.46371	0.999998	896	4	-0.013889	0.34224	0.60354	0.996438	1211	4	-0.013889
BTN3A2	8	0.46505	0.69828	0.999998	1380	2	0.037834	0.34265	0.60396	0.996438	1212	2	0.037834
CRIM1	8	0.43386	0.67536	0.999998	1332	3	-0.071033	0.34286	0.60419	0.996438	1213	2	-0.071033
PMEPA1	8	0.44551	0.68391	0.999998	1352	3	-0.014842	0.34322	0.60458	0.996438	1214	2	-0.014842
GRIN3A	8	0.020443	0.081195	0.985286	158	4	-0.24884	0.34389	0.60541	0.996438	1215	2	-0.24884
NME8	8	0.59031	0.78874	0.999998	1570	3	-0.024077	0.34409	0.60559	0.996438	1216	3	-0.024077
IMPA2	8	0.081677	0.23533	0.999998	468	5	-0.16186	0.3443	0.60583	0.996438	1217	1	-0.16186
HSPA4L	8	0.66641	0.83438	0.999998	1673	2	0.044612	0.34465	0.6063	0.996438	1218	4	0.044612
AMACR	8	0.88215	0.93547	0.999998	1941	1	0.082992	0.34524	0.60697	0.996438	1219	4	0.082992
CHRNA10	8	0.12551	0.32425	0.999998	634	5	-0.11127	0.34574	0.60753	0.996438	1220	2	-0.11127
NonTargetingControlGuideForHuman_0178	1	0.65397	0.65513	0.999998	1657	0	0.087392	0.34603	0.34621	0.966045	1221	1	0.087392
SIRPA	8	0.054386	0.17487	0.992426	358	3	0.094441	0.34685	0.60873	0.996438	1222	4	0.094441
KCNN1	8	0.80229	0.89556	0.999998	1840	2	0.05956	0.34713	0.60905	0.996438	1223	4	0.05956
WDR5B	8	0.18842	0.41657	0.999998	809	4	-0.084962	0.34788	0.60983	0.996438	1224	2	-0.084962
TIMP3	8	0.20845	0.44198	0.999998	855	2	0.065356	0.34799	0.60995	0.996438	1225	4	0.065356
LPXN	8	0.11822	0.31007	0.999998	608	5	-0.099176	0.34824	0.61028	0.996438	1226	3	-0.099176
BATF3	8	0.56672	0.77156	0.999998	1534	3	-0.037717	0.34865	0.61077	0.996438	1227	3	-0.037717
TXNRD1	8	0.068109	0.20512	0.999998	406	4	-0.12436	0.34874	0.61087	0.996438	1228	4	-0.12436
ATF5	8	0.043699	0.15057	0.985286	306	5	-0.2661	0.34896	0.61113	0.996438	1229	1	-0.2661
WLS	8	0.61007	0.8033	0.999998	1598	1	0.10462	0.34904	0.61123	0.996438	1230	4	0.10462
EXOSC9	8	0.044555	0.1526	0.985376	315	1	0.13592	0.34977	0.61203	0.996438	1231	4	0.13592
YEATS2	8	0.61304	0.80554	0.999998	1604	2	-0.038479	0.34985	0.61214	0.996438	1232	2	-0.038479
ALDH1A2	8	0.49283	0.71857	0.999998	1429	3	0.042823	0.35035	0.61272	0.996438	1233	4	0.042823
RGS16	8	0.97969	0.9797	0.999998	2054	0	0.053602	0.35153	0.61412	0.996438	1234	4	0.053602
CCL8	8	0.34121	0.60211	0.999998	1173	3	0.020869	0.35193	0.61454	0.996438	1235	3	0.020869
TMEM244	8	0.2914	0.54411	0.999998	1047	2	-0.0018994	0.35211	0.61474	0.996438	1236	3	-0.0018994
FLT1	8	0.15496	0.37242	0.999998	724	3	0.063671	0.35211	0.61474	0.996438	1237	4	0.063671
TUBB1	8	0.034293	0.12621	0.985286	258	4	-0.141	0.35231	0.61501	0.996438	1238	4	-0.141
CTSS	8	0.70038	0.84835	0.999998	1719	2	0.11671	0.35242	0.61513	0.996438	1239	3	0.11671
GAL3ST1	8	0.60701	0.8011	0.999998	1594	2	0.035386	0.35314	0.61596	0.996438	1240	4	0.035386
NPM3	8	0.15145	0.36774	0.999998	717	3	-0.0206	0.35324	0.61606	0.996438	1241	4	-0.0206
RAB19	8	0.40158	0.652	0.999998	1271	2	0.033812	0.35373	0.61655	0.996438	1242	4	0.033812
PSMB8	8	0.040603	0.14335	0.985286	295	5	-0.10875	0.35416	0.61701	0.996438	1243	2	-0.10875
PLEKHG7	8	0.21756	0.45323	0.999998	877	4	-0.10767	0.35437	0.61719	0.996438	1244	2	-0.10767
NonTargetingControlGuideForHuman_0074	1	0.64553	0.64673	0.999998	1646	0	0.066115	0.35447	0.35449	0.966045	1245	1	0.066115
RGL1	8	0.076526	0.22426	0.999998	442	3	0.048493	0.35519	0.61807	0.996438	1246	4	0.048493
GIMAP6	8	0.68985	0.84423	0.999998	1705	2	0.093259	0.35578	0.61874	0.996438	1247	4	0.093259
GAPT	8	0.20928	0.44292	0.999998	858	4	-0.10741	0.35606	0.6191	0.996438	1248	2	-0.10741
USP44	8	0.41704	0.66271	0.999998	1299	2	0.023335	0.35641	0.61952	0.996438	1249	3	0.023335
NonTargetingControlGuideForHuman_0119	1	0.64333	0.64444	0.999998	1643	0	0.090336	0.35667	0.35656	0.966045	1250	1	0.090336
FMNL2	8	0.047988	0.16049	0.991029	328	3	0.057309	0.35696	0.62003	0.996438	1251	4	0.057309
UST	8	0.090475	0.25411	0.999998	501	2	-0.026158	0.35704	0.62011	0.996438	1252	2	-0.026158
ANXA10	8	0.056765	0.18041	0.992426	372	5	-0.26097	0.35712	0.62022	0.996438	1253	2	-0.26097
IFITM5	8	0.11644	0.30653	0.999998	603	4	-0.08304	0.35799	0.62114	0.996438	1254	4	-0.08304
CLDN23	8	0.036415	0.13287	0.985286	273	5	-0.19771	0.358	0.62115	0.996438	1255	3	-0.19771
USP18	8	3.233e-06	1.6462e-05	0.008663	2	7	-0.60167	0.35853	0.62169	0.996438	1256	1	-0.60167
CLDND1	8	0.035976	0.13146	0.985286	270	5	-0.25115	0.3598	0.62313	0.996438	1257	3	-0.25115
NPR2	8	0.80336	0.89611	0.999998	1842	2	0.072951	0.3599	0.62324	0.996438	1258	4	0.072951
DCP1A	8	0.52626	0.7421	0.999998	1476	3	0.073832	0.36035	0.62374	0.996438	1259	4	0.073832
NonTargetingControlGuideForHuman_0135	1	0.63937	0.64044	0.999998	1640	0	0.087739	0.36063	0.36044	0.966045	1260	1	0.087739
MAP1LC3C	8	0.080942	0.23364	0.999998	461	4	-0.011196	0.36064	0.62403	0.996438	1261	4	-0.011196
FKBP5	8	0.76223	0.87578	0.999998	1788	2	0.060463	0.36095	0.62437	0.996438	1262	3	0.060463
CCL24	8	0.28461	0.53608	0.999998	1033	2	0.029076	0.36167	0.62518	0.996966	1263	4	0.029076
IFI30	8	0.0084517	0.039254	0.96214	80	6	-0.323	0.36239	0.62609	0.997176	1264	2	-0.323
NOS2	8	0.69695	0.84695	0.999998	1715	2	-0.050681	0.3626	0.6263	0.997176	1265	3	-0.050681
SYNGR2	8	0.7753	0.88217	0.999998	1802	2	0.033345	0.36345	0.6272	0.997176	1266	4	0.033345
LRRC32	8	0.09334	0.25986	0.999998	512	4	-0.063197	0.36424	0.62817	0.997176	1267	3	-0.063197
APOL1	8	0.25385	0.49877	0.999998	961	3	0.0050869	0.36441	0.62836	0.997176	1268	3	0.0050869
PAX8	8	0.077056	0.22534	0.999998	446	3	0.04777	0.36457	0.62856	0.997176	1269	3	0.04777
ODC1	8	0.79599	0.89254	0.999998	1827	1	0.076135	0.36463	0.62862	0.997176	1270	4	0.076135
DUSP19	8	0.16824	0.39024	0.999998	760	3	0.049094	0.36699	0.63138	0.997477	1271	4	0.049094
BCL3	8	0.0004455	0.0029186	0.341309	18	7	-0.36933	0.36728	0.63159	0.997477	1272	1	-0.36933
UBTD2	8	0.55262	0.76146	0.999998	1516	3	0.017445	0.36729	0.6316	0.997477	1273	3	0.017445
ENPP2	8	0.85911	0.92685	0.999998	1916	1	0.13105	0.36788	0.63223	0.997477	1274	4	0.13105
BTBD19	6	0.10282	0.25317	0.999998	547	4	-0.14245	0.36813	0.58538	0.994176	1275	2	-0.14245
MFSD12	8	0.24318	0.48533	0.999998	943	3	0.0036495	0.36833	0.63267	0.997477	1276	4	0.0036495
NonTargetingControlGuideForHuman_0042	1	0.63099	0.63207	0.999998	1629	0	0.086773	0.36901	0.36894	0.966045	1277	1	0.086773
ZNF835	8	0.10934	0.29265	0.999998	574	3	-0.024878	0.36902	0.63319	0.997477	1278	2	-0.024878
HRASLS5	8	0.048759	0.16232	0.991029	333	4	-0.14791	0.36933	0.63343	0.997477	1279	2	-0.14791
NonTargetingControlGuideForHuman_0161	1	0.63066	0.63172	0.999998	1628	0	0.050905	0.36934	0.36922	0.966045	1280	1	0.050905
GADD45G	8	0.31353	0.56964	0.999998	1109	2	0.067069	0.37017	0.63406	0.997477	1281	3	0.067069
FGL2	8	0.083249	0.23874	0.999998	476	5	-0.18533	0.37075	0.63444	0.997477	1282	1	-0.18533
IRF1	8	0.037027	0.13479	0.985286	277	5	-0.23044	0.37213	0.63546	0.997477	1283	3	-0.23044
TNFSF13B	8	0.51695	0.73569	0.999998	1460	3	-0.0040243	0.37281	0.63594	0.997477	1284	3	-0.0040243
DHX58	8	0.47486	0.70534	0.999998	1401	3	0.0088548	0.37314	0.63619	0.997477	1285	3	0.0088548
NonTargetingControlGuideForHuman_0003	1	0.62528	0.62588	0.999998	1622	0	0.055688	0.37472	0.37463	0.966045	1286	1	0.055688
CD180	8	0.64464	0.82562	0.999998	1645	2	0.010218	0.37512	0.63762	0.997477	1287	3	0.010218
CEBPB	8	0.14795	0.3631	0.999998	708	3	-0.0080525	0.37545	0.63783	0.997477	1288	3	-0.0080525
TNFAIP3	8	0.15394	0.37102	0.999998	722	4	-0.085777	0.37627	0.63839	0.997477	1289	3	-0.085777
